Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2018-10-08 00:00:00+05:30,750.0,787.0,710.0499877929688,774.3499755859375,3534258,0.0,0.0,AAVAS.NS
2018-10-09 00:00:00+05:30,762.0,785.0,731.0,767.7000122070312,293295,0.0,0.0,AAVAS.NS
2018-10-10 00:00:00+05:30,766.0,798.0,766.0,791.2999877929688,254753,0.0,0.0,AAVAS.NS
2018-10-11 00:00:00+05:30,760.0,774.7000122070312,745.0,758.2999877929688,64953,0.0,0.0,AAVAS.NS
2018-10-12 00:00:00+05:30,760.0,785.2000122070312,760.0,781.4000244140625,49674,0.0,0.0,AAVAS.NS
2018-10-15 00:00:00+05:30,758.0999755859375,794.5,758.0999755859375,783.4000244140625,40739,0.0,0.0,AAVAS.NS
2018-10-16 00:00:00+05:30,780.0499877929688,797.0,774.9000244140625,779.4000244140625,72475,0.0,0.0,AAVAS.NS
2018-10-17 00:00:00+05:30,780.1500244140625,792.0,768.9500122070312,775.5,77718,0.0,0.0,AAVAS.NS
2018-10-19 00:00:00+05:30,770.0,770.9500122070312,732.0,736.6500244140625,154689,0.0,0.0,AAVAS.NS
2018-10-22 00:00:00+05:30,750.0,750.0,651.0,678.4000244140625,66813,0.0,0.0,AAVAS.NS
2018-10-23 00:00:00+05:30,680.0,680.0,623.0999755859375,635.0999755859375,127341,0.0,0.0,AAVAS.NS
2018-10-24 00:00:00+05:30,645.9500122070312,650.5999755859375,612.25,643.2999877929688,38009,0.0,0.0,AAVAS.NS
2018-10-25 00:00:00+05:30,639.9000244140625,660.7999877929688,617.0499877929688,643.5499877929688,68841,0.0,0.0,AAVAS.NS
2018-10-26 00:00:00+05:30,657.7000122070312,670.0,622.2999877929688,662.7999877929688,66917,0.0,0.0,AAVAS.NS
2018-10-29 00:00:00+05:30,655.0499877929688,664.8499755859375,625.25,635.4000244140625,26365,0.0,0.0,AAVAS.NS
2018-10-30 00:00:00+05:30,630.0,648.0,627.9500122070312,645.5,30058,0.0,0.0,AAVAS.NS
2018-10-31 00:00:00+05:30,640.0499877929688,671.0,622.0,662.75,64324,0.0,0.0,AAVAS.NS
2018-11-01 00:00:00+05:30,659.0499877929688,665.0,643.0,660.1500244140625,18275,0.0,0.0,AAVAS.NS
2018-11-02 00:00:00+05:30,667.0,679.9500122070312,662.0,670.2999877929688,16821,0.0,0.0,AAVAS.NS
2018-11-05 00:00:00+05:30,656.0,666.0,648.9000244140625,650.2000122070312,103024,0.0,0.0,AAVAS.NS
2018-11-06 00:00:00+05:30,650.2000122070312,665.6500244140625,649.9500122070312,662.3499755859375,36501,0.0,0.0,AAVAS.NS
2018-11-07 00:00:00+05:30,665.0,665.0,638.7000122070312,657.9500122070312,1916,0.0,0.0,AAVAS.NS
2018-11-09 00:00:00+05:30,658.0499877929688,670.0,651.0999755859375,668.7999877929688,7177,0.0,0.0,AAVAS.NS
2018-11-12 00:00:00+05:30,665.0,675.0,654.0,660.0,74733,0.0,0.0,AAVAS.NS
2018-11-13 00:00:00+05:30,659.7999877929688,673.0,652.75,665.1500244140625,56424,0.0,0.0,AAVAS.NS
2018-11-14 00:00:00+05:30,666.3499755859375,680.0,666.2999877929688,674.75,100282,0.0,0.0,AAVAS.NS
2018-11-15 00:00:00+05:30,674.75,683.9500122070312,666.5999755859375,680.2000122070312,6829,0.0,0.0,AAVAS.NS
