Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2017-05-19 00:00:00+05:30,52.098373861138086,55.5597030903259,50.671021152613754,51.7772216796875,210956446,0.0,0.0,HUDCO.NS
2017-05-22 00:00:00+05:30,51.84858673902275,52.41952453910591,49.70755773764467,50.064395904541016,19233222,0.0,0.0,HUDCO.NS
2017-05-23 00:00:00+05:30,49.5291500661469,49.8859883152619,47.49517313517527,48.637054443359375,14721869,0.0,0.0,HUDCO.NS
2017-05-24 00:00:00+05:30,48.88682451671822,49.56481479555229,47.38810543803597,47.566524505615234,8670873,0.0,0.0,HUDCO.NS
2017-05-25 00:00:00+05:30,47.8876943097848,51.56312954636429,47.78064174077378,50.49261474609375,13265189,0.0,0.0,HUDCO.NS
2017-05-26 00:00:00+05:30,50.671023945318524,52.2767958309096,50.349871746167814,52.06269073486328,12062826,0.0,0.0,HUDCO.NS
2017-05-29 00:00:00+05:30,52.27679562724625,53.31162421596144,51.91995743183843,52.20542907714844,8905003,0.0,0.0,HUDCO.NS
2017-05-30 00:00:00+05:30,52.276796327878344,52.81205362816379,51.06354862519887,52.0983772277832,10410782,0.0,0.0,HUDCO.NS
2017-05-31 00:00:00+05:30,51.77723778087265,52.562280925702474,51.13492777331365,52.24112319946289,5615107,0.0,0.0,HUDCO.NS
2017-06-01 00:00:00+05:30,52.24111032989179,52.990472728258936,51.7415390275929,52.0983772277832,3673826,0.0,0.0,HUDCO.NS
2017-06-02 00:00:00+05:30,52.3838488769192,52.52658197902779,51.77722502557946,52.0983772277832,3123069,0.0,0.0,HUDCO.NS
2017-06-05 00:00:00+05:30,52.09838247318775,52.31248759282613,51.3847060009523,51.52743911743164,1682821,0.0,0.0,HUDCO.NS
2017-06-06 00:00:00+05:30,51.42039179278095,52.0270157027227,50.885134440787745,51.31333923339844,2086019,0.0,0.0,HUDCO.NS
2017-06-07 00:00:00+05:30,51.38470508526048,51.56312420013986,50.88513374156594,51.06355285644531,1284804,0.0,0.0,HUDCO.NS
2017-06-08 00:00:00+05:30,51.09923291980522,51.31333803356392,49.85029912769096,49.95735168457031,2299141,0.0,0.0,HUDCO.NS
2017-06-09 00:00:00+05:30,49.9573464771625,50.456917763966665,49.74324138572148,50.171451568603516,1635150,0.0,0.0,HUDCO.NS
2017-06-12 00:00:00+05:30,50.02871240644419,50.02871240644419,48.92251730081456,49.065250396728516,2136002,0.0,0.0,HUDCO.NS
2017-06-13 00:00:00+05:30,49.422089042626084,49.52914158801983,48.601360121165534,48.74409866333008,2062007,0.0,0.0,HUDCO.NS
2017-06-14 00:00:00+05:30,48.886838426868,49.029571543577234,48.530000190175535,48.672733306884766,1103623,0.0,0.0,HUDCO.NS
2017-06-15 00:00:00+05:30,48.52999175075205,50.45691571582925,48.52999175075205,49.279354095458984,2373038,0.0,0.0,HUDCO.NS
2017-06-16 00:00:00+05:30,49.52914740039714,49.74324707139117,48.779784939619866,48.922523498535156,1394334,0.0,0.0,HUDCO.NS
2017-06-19 00:00:00+05:30,48.601366538945285,49.27936245268886,48.35158086332159,48.45863342285156,2181687,0.0,0.0,HUDCO.NS
2017-06-20 00:00:00+05:30,48.6013653355767,48.77978444873588,48.20884655357804,48.529998779296875,1856784,0.0,0.0,HUDCO.NS
2017-06-21 00:00:00+05:30,48.315890360249504,49.24367186317542,48.208843255612464,48.56568145751953,1745830,0.0,0.0,HUDCO.NS
2017-06-22 00:00:00+05:30,48.74410389305558,48.74410389305558,48.38726566673722,48.529998779296875,1433730,0.0,0.0,HUDCO.NS
2017-06-23 00:00:00+05:30,49.67188051439316,49.957352187304465,48.70841838262186,48.922523498535156,3423901,0.0,0.0,HUDCO.NS
2017-06-27 00:00:00+05:30,49.10094066197959,49.10094066197959,47.49516869120885,47.673587799072266,1902993,0.0,0.0,HUDCO.NS
2017-06-28 00:00:00+05:30,47.88767992013712,47.959046463059764,47.102637058151565,47.17400360107422,1737873,0.0,0.0,HUDCO.NS
2017-06-29 00:00:00+05:30,47.38811450328127,48.637048215254474,47.28106195327122,48.422943115234375,1866113,0.0,0.0,HUDCO.NS
2017-06-30 00:00:00+05:30,47.9233660477309,48.60135637476451,47.602208436305865,47.88768005371094,1341896,0.0,0.0,HUDCO.NS
2017-07-03 00:00:00+05:30,48.17316006029315,48.458631727412055,47.852007837858864,48.137474060058594,1022100,0.0,0.0,HUDCO.NS
2017-07-04 00:00:00+05:30,47.99474094895873,49.136622172515175,47.95905494872418,48.137474060058594,1760410,0.0,0.0,HUDCO.NS
2017-07-05 00:00:00+05:30,48.173156040794304,48.45862768409387,47.959050947089956,48.280208587646484,710006,0.0,0.0,HUDCO.NS
2017-07-06 00:00:00+05:30,48.315891300798825,50.207134896706265,48.280210746864846,49.02956771850586,3817920,0.0,0.0,HUDCO.NS
2017-07-07 00:00:00+05:30,49.02956632006343,49.885981263836214,48.74410011705797,49.24367141723633,2144002,0.0,0.0,HUDCO.NS
2017-07-10 00:00:00+05:30,49.315034202729244,49.707558369270295,49.2436676574268,49.60050582885742,375350,0.0,0.0,HUDCO.NS
2017-07-11 00:00:00+05:30,49.77893213368839,56.95138259758536,49.67187957775039,55.9879150390625,52983772,0.0,0.0,HUDCO.NS
2017-07-12 00:00:00+05:30,57.807782812453134,66.1221131577958,57.807782812453134,64.26655578613281,104720139,0.0,0.0,HUDCO.NS
2017-07-13 00:00:00+05:30,65.87233288544589,71.18921980575264,65.65822779076936,69.72618103027344,100252333,0.0,0.0,HUDCO.NS
2017-07-14 00:00:00+05:30,70.7967034712332,73.0091048787062,63.1960534404349,64.73045349121094,106125913,0.0,0.0,HUDCO.NS
2017-07-17 00:00:00+05:30,64.58771054766967,67.01421125943875,61.94711019495887,63.98108673095703,50591166,0.0,0.0,HUDCO.NS
2017-07-18 00:00:00+05:30,62.80352783203125,65.30139541625977,61.7686991536757,62.08985137939453,18910056,0.0,0.0,HUDCO.NS
2017-07-19 00:00:00+05:30,62.62510630406743,63.624254388215846,61.80437732619841,62.232582092285156,10858237,0.0,0.0,HUDCO.NS
2017-07-20 00:00:00+05:30,62.62509573727764,65.26569588669419,61.518895287028,64.40928649902344,29764568,0.0,0.0,HUDCO.NS
2017-07-21 00:00:00+05:30,64.7661295423835,65.40843935410157,62.62510046660223,63.26741027832031,12588587,0.0,0.0,HUDCO.NS
2017-07-24 00:00:00+05:30,63.58857714732602,64.15952054402622,62.446695798845376,62.66080093383789,9212165,0.0,0.0,HUDCO.NS
2017-07-25 00:00:00+05:30,63.51720159111727,63.83835380321712,61.51890543050778,61.661643981933594,15364923,0.0,0.0,HUDCO.NS
2017-07-26 00:00:00+05:30,61.911434765290345,62.01848732649087,59.342200521074865,59.44925308227539,10209823,0.0,0.0,HUDCO.NS
2017-07-27 00:00:00+05:30,59.770404341319384,60.983652161921704,58.77125619468958,59.02104187011719,12314817,0.0,0.0,HUDCO.NS
2017-07-28 00:00:00+05:30,58.66420459675114,60.2342961228802,57.62937587662473,59.44925308227539,19771547,0.0,0.0,HUDCO.NS
2017-07-31 00:00:00+05:30,59.520623574804766,59.62767614307977,58.09327051759084,58.37874221801758,6389486,0.0,0.0,HUDCO.NS
2017-08-01 00:00:00+05:30,58.5571517534419,58.84261796216478,57.6293702403358,57.843475341796875,4152813,0.0,0.0,HUDCO.NS
2017-08-02 00:00:00+05:30,58.021900833763596,59.449253814225976,57.665062588648,58.9853630065918,8086692,0.0,0.0,HUDCO.NS
2017-08-03 00:00:00+05:30,58.94967439746838,59.87745597171197,57.91484571035914,58.2003173828125,5682769,0.0,0.0,HUDCO.NS
2017-08-04 00:00:00+05:30,58.30736132868159,58.378733326607765,56.772961381810205,57.02274703979492,5373958,0.0,0.0,HUDCO.NS
2017-08-07 00:00:00+05:30,57.27254487133656,60.59114201828588,57.20117830316004,60.16293716430664,15749582,0.0,0.0,HUDCO.NS
2017-08-08 00:00:00+05:30,60.59112869487415,60.59112869487415,58.271680347181054,58.41441345214844,5177438,0.0,0.0,HUDCO.NS
2017-08-09 00:00:00+05:30,57.91484067020616,58.30735942136545,57.16547827584574,57.55800247192383,4098213,0.0,0.0,HUDCO.NS
2017-08-10 00:00:00+05:30,57.45094895557765,57.45094895557765,53.5257288406003,54.81034851074219,6093546,0.0,0.0,HUDCO.NS
2017-08-11 00:00:00+05:30,53.525732095959114,55.916547040594814,52.8834222218238,55.13150405883789,6669956,0.0,0.0,HUDCO.NS
2017-08-14 00:00:00+05:30,55.98791433383817,56.6659102162927,55.48834300564566,56.094966888427734,3008213,0.0,0.0,HUDCO.NS
2017-08-16 00:00:00+05:30,56.55886122509565,58.021900191851394,55.845184742760054,57.665061950683594,6885913,0.0,0.0,HUDCO.NS
2017-08-17 00:00:00+05:30,57.80779315257422,59.163779513038214,57.41526892233595,58.2003173828125,4036546,0.0,0.0,HUDCO.NS
2017-08-18 00:00:00+05:30,57.30822443769448,57.84348180624734,56.59454794629066,57.201171875,3353101,0.0,0.0,HUDCO.NS
2017-08-21 00:00:00+05:30,57.62936775661935,58.664196330937926,56.77295827752251,56.91569137573242,4238978,0.0,0.0,HUDCO.NS
2017-08-22 00:00:00+05:30,57.272536044172895,57.4509551595753,56.02360223635604,56.27338790893555,2281770,0.0,0.0,HUDCO.NS
2017-08-23 00:00:00+05:30,56.66591002040398,57.52231956432178,56.380438357458345,56.95138168334961,2882497,0.0,0.0,HUDCO.NS
2017-08-24 00:00:00+05:30,57.236849819840245,57.37958837855691,56.66591191973138,56.77296447753906,1929941,0.0,0.0,HUDCO.NS
2017-08-28 00:00:00+05:30,57.05842447394234,57.66505375363117,56.737272280510695,56.91569137573242,3439649,0.0,0.0,HUDCO.NS
2017-08-29 00:00:00+05:30,57.02274338536606,58.343043588601454,56.2733810145175,56.52316665649414,7048692,0.0,0.0,HUDCO.NS
2017-08-30 00:00:00+05:30,57.02275392691968,57.91484955955322,56.77296823876621,57.48664474487305,4314894,0.0,0.0,HUDCO.NS
2017-08-31 00:00:00+05:30,58.55713936172687,59.663334298735116,58.23598177749783,59.34218215942383,10973531,0.0,0.0,HUDCO.NS
2017-09-01 00:00:00+05:30,59.59198190479675,61.09070131880783,59.377876797829856,60.12723922729492,7797828,0.0,0.0,HUDCO.NS
2017-09-04 00:00:00+05:30,60.12723673359745,60.198603284653565,57.80778843230141,58.84261703491211,3823792,0.0,0.0,HUDCO.NS
2017-09-05 00:00:00+05:30,59.0210391068997,62.30395506997392,58.664200888732424,61.94711685180664,11151207,0.0,0.0,HUDCO.NS
2017-09-06 00:00:00+05:30,61.554581519381244,63.62424390003102,61.1620573723049,62.16120529174805,14628247,0.0,0.0,HUDCO.NS
2017-09-07 00:00:00+05:30,62.87489511016393,63.517205013895044,61.376175631404195,61.62596130371094,6581393,0.0,0.0,HUDCO.NS
2017-09-08 00:00:00+05:30,61.947117541350806,62.303955763490116,59.734716208151795,60.41271209716797,6156417,0.0,0.0,HUDCO.NS
2017-09-11 00:00:00+05:30,60.6624939598761,61.697322561224105,60.412708309025085,60.76954650878906,3748422,0.0,0.0,HUDCO.NS
