Symbol,Percentage Change
M&MFIN.NS,3.0483649628072933
M&M.NS,3.9723086256279925
MHRIL.NS,9.099054875763283
MAHLIFE.NS,6.982938299089671
MANAPPURAM.NS,3.435352400751516
MRPL.NS,21.69570443194578
MARUTI.NS,3.382584537285123
MASTEK.NS,3.721072371778504
MAXHEALTH.NS,7.2711205697212415
METROPOLIS.NS,2.7224929937330233
MINDACORP.NS,3.484490211376095
MSUMI.NS,11.811297817050802
MOTILALOFS.NS,14.14015617217657
MCX.NS,18.847409000775148
NATCOPHARM.NS,2.39383590852565
NBCC.NS,58.56917489883997
NCC.NS,11.252763314510277
NHPC.NS,35.33483881760292
NLCINDIA.NS,15.802551571124537
NMDC.NS,11.072049118158098
NSLNISP.NS,27.342185586817774
NTPC.NS,6.76580781528096
NH.NS,9.682082311947006
NATIONALUM.NS,13.884371963121925
NETWORK18.NS,0.9891013999636563
NUVOCO.NS,0.9499515970764945
ONGC.NS,13.371518597035307
OIL.NS,14.157315309323801
OLECTRA.NS,13.073689070507205
OFSS.NS,20.05461573608931
POLICYBZR.NS,10.88279652081666
PCBL.NS,11.859113148491033
PNCINFRA.NS,10.025813115842011
PERSISTENT.NS,9.653635060444094
PETRONET.NS,11.962303057855216
PFIZER.NS,7.416859758541462
PHOENIXLTD.NS,9.279876015514542
POLYMED.NS,4.338794988851373
POONAWALLA.NS,1.8757487167377245
PFC.NS,10.654308405382352
POWERGRID.NS,15.27858042201763
PRINCEPIPE.NS,0.03520819531632719
PNB.NS,18.529432526578166
QUESS.NS,0.2960125063868268
RECLTD.NS,10.675669984473648
RITES.NS,28.30641633615744
RADICO.NS,4.205265892736073
RVNL.NS,15.217734714814176
RAIN.NS,15.495160695821664
RTNINDIA.NS,6.277508801984586
REDINGTON.NS,11.49151583053405
RELIANCE.NS,6.127800156189951
SJVN.NS,37.81247379589055
SAFARI.NS,5.01743698801696
MOTHERSON.NS,6.642654561472304
SANOFI.NS,4.545450861866468
SHOPERSTOP.NS,6.007988115314404
RENUKA.NS,9.011940454601506
SHRIRAMFIN.NS,4.065818881934717
SHYAMMETL.NS,1.3821683879828457
SIEMENS.NS,0.6260879521830085
SOBHA.NS,4.597641309006821
SONATSOFTW.NS,8.758047177651191
STARHEALTH.NS,2.5335194080989734
SBIN.NS,1.825468149851051
SAIL.NS,13.093422557599723
SWSOLAR.NS,15.556625651143113
SUNPHARMA.NS,5.982419253452244
SUNDARMFIN.NS,2.5928980596512075
SUNTECK.NS,3.344648277236502
SUZLON.NS,12.120223143057832
SWANENERGY.NS,18.045423101345033
SYMPHONY.NS,1.3029393169127097
SYNGENE.NS,3.648515513473585
TTKPRESTIG.NS,2.0324469054737837
TV18BRDCST.NS,0.6021344988399934
TVSMOTOR.NS,0.41129292317763444
TCS.NS,4.542584183180574
TATACONSUM.NS,1.5782027878758826
TATAINVEST.NS,19.612132037035124
TATAMTRDVR.NS,12.39899879492843
TATAMOTORS.NS,12.447787890421507
TATAPOWER.NS,10.265422819310475
TATASTEEL.NS,4.5832944174612615
TTML.NS,1.2507086693819192
TECHM.NS,1.9206891390538179
NIACL.NS,15.494991497541402
TIMKEN.NS,0.32642651582006454
TORNTPHARM.NS,8.451183817354751
TORNTPOWER.NS,10.004338753121607
TRIDENT.NS,3.5840508465534993
TRIVENI.NS,3.210467362375527
UCOBANK.NS,33.05453109082348
UTIAMC.NS,3.9478017921838964
UNIONBANK.NS,10.19697481955282
USHAMART.NS,9.186840574942998
VGUARD.NS,7.253273619088565
VAIBHAVGBL.NS,3.230558438559451
VTL.NS,7.243106567820626
VARROC.NS,9.872392909363704
VBL.NS,2.682201132194708
VEDL.NS,2.792721964240905
WELCORP.NS,4.8844439125278925
WELSPUNLIV.NS,1.8834850027193384
WESTLIFE.NS,0.6482742022954388
WHIRLPOOL.NS,0.1276485577991211
WIPRO.NS,2.5357919047680357
ZOMATO.NS,5.437571742481617
ZYDUSLIFE.NS,4.878697304212445
