Stock Symbol,Close Price,SMA 25,SMA 44,SMA 200,EMA 44,EMA 200,SMA Crossover Percentage,EMA Crossover Percentage,Close vs SMA,Declined Percentage,Positive Incline Percentage
ESCORTS.NS,2948.35009765625,2910.236015625,2983.7909212979403,2730.8607891845704,2979.459961352608,2785.3276645547394,9.261919652407265%,6.969819000771042%,Negative,1.1877783858352116%,-1.1877783858352116%
NYKAA.NS,160.4499969482422,171.34000061035155,171.47954559326172,148.51625049591064,167.93510822710445,153.90033247921505,15.461806381910623%,9.119392740613383%,Negative,6.431990828329404%,-6.431990828329404%
FEDERALBNK.NS,146.89999389648438,148.2160009765625,151.05113636363637,139.7652035140991,148.6463850017335,142.56350723358443,8.074923203899436%,4.266784597395272%,Negative,2.7481702998636512%,-2.7481702998636512%
FINCABLES.NS,1102.800048828125,1065.4860009765625,1070.0784107555044,972.8007626342774,1057.7125855501838,955.5631391017416,9.999750396762215%,10.689973510747365%,Positive,-3.0578729319020903%,3.0578729319020903%
GALAXYSURF.NS,2673.89990234375,2741.511982421875,2744.803400213068,2676.1976098632813,2736.0820805054623,2660.7427551896603,2.563554727682893%,2.831514815509915%,Negative,2.5831903976734387%,-2.5831903976734387%
GRASIM.NS,2066.0,2087.86087890625,2090.229481090199,1882.0723516845703,2072.520322142747,1909.9311506393356,11.059996137731648%,8.51282892836141%,Negative,1.1591780380765484%,-1.1591780380765484%
GAEL.NS,388.0,360.3860021972656,367.04772879860616,302.4239938354492,363.25631685652394,315.9588928435731,21.36858724189693%,14.969486564306688%,Positive,-5.708323348021601%,5.708323348021601%
HDFCLIFE.NS,592.75,610.4619995117188,633.8329509388317,623.8820520019531,618.9334228152794,611.1559206406536,1.5949968275169206%,1.2725888618526293%,Negative,6.48166853395358%,-6.48166853395358%
HOMEFIRST.NS,969.2999877929688,970.9559985351563,978.1704559326172,856.0890594482422,965.9554448237352,879.8715795473735,14.260361715527312%,9.783685173766528%,Negative,0.9068427783571796%,-0.9068427783571796%
ICICIBANK.NS,1026.4000244140625,1003.2280078125,1006.0568251176314,957.5847058105469,998.7151773556975,953.9995043730321,5.061914524423753%,4.687179896603041%,Positive,-2.022072589592787%,2.022072589592787%
IDFCFIRSTB.NS,83.0,84.62399993896484,86.31022713401101,82.88524997711181,85.31775345872573,81.70477819542697,4.132191382477566%,4.421987725928352%,Negative,3.8352663918626186%,-3.8352663918626186%
IDFC.NS,118.1500015258789,121.39,122.50795433738016,114.18975002288818,121.06318931268633,113.30779471417053,7.284545515534169%,6.844537587267947%,Negative,3.5572815129209387%,-3.5572815129209387%
INDIACEM.NS,241.0500030517578,253.73800354003907,256.99091026999736,226.79375076293945,249.66040626716813,229.8137049470387,13.314811102807708%,8.635995544609996%,Negative,6.202907021688767%,-6.202907021688767%
IBULHSGFIN.NS,186.1999969482422,201.03107177734375,205.38015434958717,160.6173247909546,197.510609549546,169.40001865038946,27.869241140015216%,16.594207676665985%,Negative,9.338856260034522%,-9.338856260034522%
IEX.NS,152.85000610351562,151.26159790039063,151.92521424727008,138.18501094818114,147.9033447705259,140.38261229879387,9.943338430708275%,5.357310530541144%,Positive,-0.6087151897909308%,0.6087151897909308%
INDIGOPNTS.NS,1407.050048828125,1463.280009765625,1469.86591685902,1454.247122192383,1462.742933015895,1421.2694958625748,1.074012417029275%,2.9180558137673818%,Negative,4.273578107391402%,-4.273578107391402%
JSWSTEEL.NS,818.75,820.8680102539063,834.3511435768821,780.8020547485352,819.2478322650154,783.9018294416113,6.8582156646082275%,4.508983331316084%,Negative,1.8698534420411614%,-1.8698534420411614%
JUBLFOOD.NS,479.8500061035156,524.0720031738281,541.194318597967,508.4584088134766,528.0547912212799,510.61777874526274,6.43826696875404%,3.4148854978894305%,Negative,11.334988263249265%,-11.334988263249265%
JUBLINGREA.NS,436.25,470.8439990234375,473.8272739757191,444.77923095703125,463.81966338457215,454.4498213088485,6.530890157839697%,2.0617990449941863%,Negative,7.930584843802113%,-7.930584843802113%
KPRMILL.NS,788.25,776.6280029296875,801.8477311567826,713.887106628418,789.9555486020922,727.6796767081016,12.321363379679106%,8.558143629311731%,Negative,1.695799667246787%,-1.695799667246787%
KAJARIACER.NS,1298.800048828125,1357.187998046875,1360.3272705078125,1311.3558343505858,1349.3439832075296,1297.9394961067167,3.734412496931351%,3.960468670150282%,Negative,4.522972009281214%,-4.522972009281214%
LTIM.NS,5470.2998046875,5769.4439453125,5862.517023259943,5220.65404296875,5711.674155711023,5322.404020628921,12.294685206265733%,7.313802814918654%,Negative,6.690252958179806%,-6.690252958179806%
LXCHEM.NS,263.95001220703125,276.33400146484377,279.08522865988994,272.26740234375,275.3855071332063,273.15292011104503,2.504092027708889%,0.8173396137422467%,Negative,5.4231521050164115%,-5.4231521050164115%
LINDEINDIA.NS,5705.85009765625,5601.78796875,5651.3727250532675,5238.595769042969,5676.134938643447,5275.6714097748045,7.879534405948417%,7.590759502698753%,Positive,-0.9639670793872308%,0.9639670793872308%
M&M.NS,1727.6500244140625,1640.91400390625,1659.0295493386009,1506.066688232422,1640.4548501869122,1532.8904776788115,10.156446743118796%,7.017094441801258%,Positive,-4.136181607061689%,4.136181607061689%
MARUTI.NS,10844.849609375,10120.55609375,10224.031871448864,9883.896728515625,10234.322019236186,9915.73187068206,3.441306119194153%,3.212976638629206%,Positive,-6.07214204466441%,6.07214204466441%
MFSL.NS,913.0,913.5860034179688,946.5375033291904,847.8082513427735,924.913861233244,868.8129766039602,11.645233675191035%,6.457187696317847%,Negative,3.5431774452920513%,-3.5431774452920513%
METROBRAND.NS,1039.0999755859375,1183.025859375,1235.3725391734731,1101.7810998535156,1196.6052539443433,1110.4948339329471,12.125043653201061%,7.754238685327879%,Negative,15.887722720374853%,-15.887722720374853%
METROPOLIS.NS,1744.3499755859375,1620.70201171875,1636.3181901411576,1458.8465435791015,1618.497731777269,1492.7924875085398,12.16520321093205%,8.42081168820259%,Positive,-6.602125802650917%,6.602125802650917%
MPHASIS.NS,2578.64990234375,2582.22599609375,2583.6159113103695,2235.934026489258,2546.856046797939,2318.086633276278,15.549738082702852%,9.868889723000942%,Negative,0.19221158009128383%,-0.19221158009128383%
MUTHOOTFIN.NS,1390.5,1429.335986328125,1443.7318087491121,1279.3322454833985,1412.494106454664,1291.3797836097965,12.850419728425969%,9.378675768511444%,Negative,3.687098145689094%,-3.687098145689094%
NUVOCO.NS,357.1499938964844,352.6460021972656,362.05113844438034,353.52574966430666,356.70825796765547,355.0634731995318,2.411532621928965%,0.46323682729238436%,Negative,1.353716099044638%,-1.353716099044638%
OBEROIRLTY.NS,1317.449951171875,1433.4411376953126,1433.8030367764559,1156.9165063476562,1390.2795507879405,1197.1095116043246,23.933147198575334%,16.136371594336108%,Negative,8.114997849786358%,-8.114997849786358%
PVRINOX.NS,1406.5,1530.73201171875,1620.8261469060724,1589.5602502441407,1569.2880287978815,1620.3812236846984,1.9669525994456385%,-3.1531589072991446%,Negative,13.223265636181317%,-13.223265636181317%
POLYMED.NS,1584.9000244140625,1464.257998046875,1497.7909129749644,1300.6671508789063,1476.9443471165127,1322.5531207931174,15.155588573360573%,11.673725909081748%,Positive,-5.815839225922327%,5.815839225922327%
POLYCAB.NS,4396.14990234375,4563.890029296875,4976.194341486151,4529.777697753906,4762.67034051336,4548.904420751682,9.855155672509067%,4.699283607422002%,Negative,11.65638637355086%,-11.65638637355086%
PRAJIND.NS,508.04998779296875,521.3779992675782,539.2454535744407,483.0342709350586,531.4396703022684,495.91434506595493,11.637100309791355%,7.163601051223615%,Negative,5.7850215657248105%,-5.7850215657248105%
PRINCEPIPE.NS,673.5499877929688,712.9419995117188,716.3397702303799,671.7632489013672,707.2742721457936,676.2887812210346,6.635748740633734%,4.581695243977717%,Negative,5.973391987387451%,-5.973391987387451%
PRSMJOHNSN.NS,173.35000610351562,178.52,179.71477231112394,142.28950008392334,174.23956396984616,147.12358193232345,26.302202344605124%,18.430751672424623%,Negative,3.5415932289581447%,-3.5415932289581447%
PGHH.NS,16754.25,17154.00203125,17196.35564630682,15914.322060546874,17172.576862061374,16189.356393579461,8.055847939248569%,6.073252355305792%,Negative,2.5709263951037715%,-2.5709263951037715%
RHIM.NS,714.6500244140625,757.9359936523438,762.851132479581,702.514564819336,749.6586592949648,721.8918972920579,8.588657186881473%,3.8463878188776994%,Negative,6.318547094351818%,-6.318547094351818%
RATNAMANI.NS,3436.949951171875,3337.8359765625,3407.023848100142,2772.5269165039062,3333.1882083403625,2902.7368159716334,22.885149565881292%,14.829156746153165%,Positive,-0.8783649427174007%,0.8783649427174007%
SBILIFE.NS,1464.0,1424.5880078125,1431.2261380282316,1316.787998046875,1417.564666400097,1329.1323336037876,8.690703450448895%,6.6533881209958485%,Positive,-2.2899149967258285%,2.2899149967258285%
SRF.NS,2283.75,2333.734013671875,2378.7375099875712,2350.419924316406,2338.9326013396876,2328.9800513446417,1.2047883605054484%,0.4273351327891293%,Negative,3.993190067787998%,-3.993190067787998%
SAFARI.NS,2027.550048828125,1927.54599609375,1986.1772738370028,1751.8022344970702,1983.6982986277899,1762.5774926173601,13.379080967277101%,12.545309748740399%,Positive,-2.0830353632632255%,2.0830353632632255%
SFL.NS,1165.5999755859375,1179.75400390625,1194.2170493386009,1133.6367541503905,1172.4719620164071,1154.0600335982826,5.3438894748620385%,1.5954047347708005%,Negative,2.396304237032331%,-2.396304237032331%
SHREECEM.NS,27569.400390625,27571.846171875,27903.359241832386,25688.04177734375,27552.731134196667,26137.08570902749,8.623925029748639%,5.4162328613408715%,Negative,1.1968410266055667%,-1.1968410266055667%
SUNTV.NS,641.1500244140625,679.0200073242188,684.2829562100497,567.7332870483399,671.0566042809428,593.6578642637281,20.52894762744221%,13.03760038843364%,Negative,6.303376608250202%,-6.303376608250202%
SUNTECK.NS,477.1499938964844,458.45,460.86590922962534,389.02509872436525,459.1739978276801,410.2718624976162,18.466883175617735%,11.91944654268072%,Positive,-3.5333671553357453%,3.5333671553357453%
SUPREMEIND.NS,4148.75,4199.110029296875,4336.088661887429,3807.027756347656,4246.950228055746,3882.0467445081617,13.896954248826852%,9.399770470662279%,Negative,4.3204527512102056%,-4.3204527512102056%
SYRMA.NS,570.4500122070312,608.1660034179688,625.4500038840554,509.58567413330076,605.6794757519746,518.513104420464,22.736967625280233%,16.810832858107887%,Negative,8.793667173310931%,-8.793667173310931%
TATACOMM.NS,1705.050048828125,1726.5640087890624,1732.2272782759233,1637.114658203125,1726.386945051264,1635.3332018199214,5.8097714534663485%,5.567901582993069%,Negative,1.5689182238746182%,-1.5689182238746182%
TATAELXSI.NS,7721.7998046875,8240.79998046875,8454.523848100142,7628.5704272460935,8200.48289202159,7701.510313380403,10.827106188914303%,6.478892559220292%,Negative,8.6666506189736%,-8.6666506189736%
TTML.NS,92.0999984741211,91.34799987792968,91.53409125588156,83.08850002288818,91.2106398005589,85.55769252293632,10.164572992251507%,6.607175942837787%,Positive,-0.6182474862371761%,0.6182474862371761%
TEJASNET.NS,759.2999877929688,821.1280004882813,828.2534110329368,794.3975006103516,818.1463561180689,783.629271034199,4.261834962543695%,4.404772302381687%,Negative,8.325160189074793%,-8.325160189074793%
RAMCOCEM.NS,989.7000122070312,984.4180004882812,998.8772707852451,922.0161239624024,987.618597964296,920.0813812211264,8.336204197007827%,7.340352508115594%,Negative,0.918757373565955%,-0.918757373565955%
TRIVENI.NS,352.6499938964844,336.80999877929685,339.98068098588425,323.032080078125,342.3240839820399,328.0688854952352,5.24672376305792%,4.345184538084382%,Positive,-3.7264802440719116%,3.7264802440719116%
TRITURBINE.NS,424.79998779296875,396.4219982910156,403.65113553133875,395.92925048828124,397.19485393072597,382.63424050590334,1.9503194152830254%,3.8053608076400027%,Positive,-5.239388769163524%,5.239388769163524%
UJJIVANSFB.NS,58.650001525878906,57.534000091552734,57.80227270993319,47.78970768928528,57.07612552044468,49.0957497353522,20.951299986488063%,16.254718235509653%,Positive,-1.4666011840050612%,1.4666011840050612%
WELSPUNLIV.NS,152.4499969482422,150.69799865722655,150.93068070845172,122.74414119720458,150.2720838945205,126.50412822348723,22.963653691593926%,18.788284623442376%,Positive,-1.0066318078332184%,1.0066318078332184%
ZEEL.NS,175.8000030517578,223.6399987792969,244.58522588556463,233.84474975585937,227.62530429875756,238.2238618563393,4.592994343862166%,-4.44899074131088%,Negative,28.123212505889345%,-28.123212505889345%
ZENSARTECH.NS,592.1500244140625,568.6549829101563,570.5920368541371,475.43932952880857,563.5228343491142,479.73761477457356,20.013638211132225%,17.464800964983933%,Positive,-3.778178833125987%,3.778178833125987%
