Title,Description,Date,Source,Source_Link
"REC, Gujarat Gas among 5 stocks with short buildup",Short buildup means more people are expecting the prices to go down and creating short positions.,"11:54 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=REC%2C+Gujarat+Gas+among+5+stocks+with+short+buildup+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fstocks%2Fnews%2Frec-gujarat-gas-among-5-stocks-with-short-buildup%2Fslideshow%2F107547600.cms
Jana Small Finance Bank IPO Subscription: Day 3 Live Updates,The IPO has been was subscribed 2.99 times as of 11:45 a.m. on Friday.,"11:52 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Jana+Small+Finance+Bank+IPO+Subscription%3A+Day+3+Live+Updates+&url=https%3A%2F%2Fwww.ndtvprofit.com%2Fipos%2Fjana-small-finance-bank-ipo-subscription-day-3-live-updates
"Pakistan Stock Exchange plunges 1,700 points amid election result uncertainty",A top financial analyst said that the KSE-100 index has plummeted because investors were looking to sell instead of buying due to the uncertain situation created after the elections. Another senior analyst said the investors wanted a stable government to be formed and the end to the political uncertainty.,"11:52 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Pakistan+Stock+Exchange+plunges+1%2C700+points+amid+election+result+uncertainty+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fstocks%2Fnews%2Fpakistan-stock-exchange-plunges-1700-points-amid-election-result-uncertainty%2Farticleshow%2F107547224.cms
Maruti Suzuki Ertiga Crosses 10 Lakh Sales Mark,"Maruti Suzuki's Ertiga achieves a milestone with over 10 lakh sales, redefining the MPV concept.","11:50 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Maruti+Suzuki+Ertiga+Crosses+10+Lakh+Sales+Mark&url=https%3A%2F%2Fwww.ndtvprofit.com%2Fbusiness%2Fmaruti-suzuki-ertiga-crosses-10-lakh-sales-mark
"We will look at increasing tariff next year: Suneeta Reddy, Apollo Hospitals","I think store on store growth is improving consistently. So when are we going to break even, I think we have assured all our investors that within the next six quarters, we will break in on the whole, with both online and offline, both of them showing profitability.","11:42 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=We+will+look+at+increasing+tariff+next+year%3A+Suneeta+Reddy%2C+Apollo+Hospitals+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fexpert-view%2Fwe-will-look-at-some-tariff-increase-next-year-suneeta-reddy-apollo-hospitals%2Farticleshow%2F107546755.cms
India vs China: Mumbai beats Hong Kong in another stock market yardstick,"Data shows that while trading volumes in Hong Kong have been falling, India has seen a sharp surge in the last 2-3 months. With 'Buy India, Sell China' being the strategy of many EM investors, India's Sensex has jumped about 17% in the last year, while Hong Kong's Hang Seng is down about 27%.","11:39 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=India+vs+China%3A+Mumbai+beats+Hong+Kong+in+another+stock+market+yardstick+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fstocks%2Fnews%2Findia-vs-china-mumbai-beats-hong-kong-in-another-stock-market-yardstick%2Farticleshow%2F107546767.cms
Patanjali Foods shares drop 6% after Q3 profit tanks 19%,"Sequentially, the topline rose just 1.1%, while the bottomline dropped by nearly 15%. The mainstay edible oils business reported a 15.3% drop in revenue to Rs 5,483 crore, while the FMCG business reported a sharp 64% growth in revenue to Rs 2,499 crore.","11:36 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Patanjali+Foods+shares+drop+6%25+after+Q3+profit+tanks+19%25+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fstocks%2Fnews%2Fpatanjali-foods-shares-drop-6-after-q3-profit-tanks-19%2Farticleshow%2F107546686.cms
Wall Street Job Cuts Show The Future Has Finally Arrived,Predictions from the last decade that robots will kill finance posts are being proved right.,"11:29 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Wall+Street+Job+Cuts+Show+The+Future+Has+Finally+Arrived&url=https%3A%2F%2Fwww.ndtvprofit.com%2Fopinion%2Fjob-cuts-at-citi-deutsche-bank-show-the-future-has-arrived-on-wall-street
Bullish on construction & infra sector: Sandip Sabharwal,"​If there is overall market correction, the under performance of the previous cycle tend to also correct and that could give opportunities because ultimately consumption cannot remain so low for two-three years when the overall economy is doing decently.","11:12 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Bullish+on+construction+%26+infra+sector%3A+Sandip+Sabharwal+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fexpert-view%2Fbullish-on-construction-infra-sector-sandip-sabharwal%2Farticleshow%2F107545642.cms
IT employees need to relook job contracts to safeguard their interests,"The dice seems loaded against IT sector employees, layoffs, non-competes, no-poach restrictions, campus offers that are put on hold and more. The least they can do is to know what they are getting into","11:12 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=IT+employees+need+to+relook+job+contracts+to+safeguard+their+interests&url=https%3A%2F%2Fwww.moneycontrol.com%2Fnews%2Fopinion%2Fit-employees-need-to-relook-job-contracts-to-safeguard-their-interests-12229711.html
Biocon Biologics Inks Pact With Sandoz For Sale Of Two Biosimilar Products In Australia,Trastuzumab is a biosimilar of Herceptin and Bevacizumab is a biosimilar of Avastin and utilised for the treatment of various cancers.,"11:11 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Biocon+Biologics+Inks+Pact+With+Sandoz+For+Sale+Of+Two+Biosimilar+Products+In+Australia&url=https%3A%2F%2Fwww.ndtvprofit.com%2Fbusiness%2Fbiocon-biologics-inks-pact-with-sandoz-for-sale-of-two-biosimilar-products-in-australia
Share market update: Most active stocks of the day in terms of total traded value,The NSE Nifty index was trading 63.0 points  down  at 21654.95,"11:10 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Share+market+update%3A+Most+active+stocks+of+the+day+in+terms+of+total+traded+value+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fstocks%2Fstock-watch%2Fshare-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value%2Farticleshow%2F107545893.cms
IMF's Gita Gopinath urges BoJ to go slow in raising interest rates,"Japan's output gap will stay closed into next year and this year's annual wage negotiations will produce wage growth higher than last year, allowing the central bank to end its yield curve control (YCC) and massive asset-buying programme, she said.","11:09 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=IMF%27s+Gita+Gopinath+urges+BoJ+to+go+slow+in+raising+interest+rates&url=https%3A%2F%2Fwww.moneycontrol.com%2Fnews%2Fworld%2Fimfs-gita-gopinath-urges-boj-to-go-slow-in-raising-interest-rates-12229721.html
"Airtel, Reliance, VI stocks trade mixed; cabinet clears Rs 96,000-cr spectrum auction","Airtel needs to renew spectrum worth Rs 4,200 crore this year. Airtel bought spectrum in the last auctions, for which liabilities were due in annual installments from 2026-27 to 2031-32.","11:08 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Airtel%2C+Reliance%2C+VI+stocks+trade+mixed%3B+cabinet+clears+Rs+96%2C000-cr+spectrum+auction&url=https%3A%2F%2Fwww.moneycontrol.com%2Fnews%2Fbusiness%2Fmarkets%2Fairtel-reliance-vi-stocks-trade-mixed-cabinet-clears-rs-96000-cr-spectrum-auction-12229521.html
Gold Price Today: Yellow metal down by Rs 750/10 gram in 2024. What is ailing bullion?,"On the Comex, gold futures were trading at $2,049.20 per troy ounce, up by $1.30 or 0.06%, while silver futures were hovering at $22.670 per troy ounce, up by $0.034 or 0.150%.","11:06 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Gold+Price+Today%3A+Yellow+metal+down+by+Rs+750%2F10+gram+in+2024.+What+is+ailing+bullion%3F+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fcommodities%2Fnews%2Fgold-price-today-yellow-metal-down-by-rs-750%2F10-gram-in-2024-what-is-ailing-bullion%2Farticleshow%2F107545754.cms
Patanjali Foods Shares Fall 6% After Q3 Profit Misses Estimates,"The company's net profit fell 19.6% year-on-year to Rs 216.5 crore in the quarter ended December,  missing Bloomberg's estimates of Rs 269.40 crore.","11:04 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Patanjali+Foods+Shares+Fall+6%25+After+Q3+Profit+Misses+Estimates&url=https%3A%2F%2Fwww.ndtvprofit.com%2Fbuzzing-stocks%2Fpatanjali-foods-shares-fall-6-after-q3-profit-misses-estimates
"Unveiling Underinsurance: Not just portfolio but insurance coverage matters in house, motor and health","We are not wired to see risks, which makes us undermine various risks we are exposed to. So, people often think that if I don’t raise a claim at some point in time, then what is the use of insurance?","11:03 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Unveiling+Underinsurance%3A+Not+just+portfolio+but+insurance+coverage+matters+in+house%2C+motor+and+health+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fstocks%2Fnews%2Funveiling-underinsurance-not-just-portfolio-but-insurance-coverage-matters-in-house-motor-and-health%2Farticleshow%2F107545607.cms
LIC Becomes India's Fifth Most Valued Firm After Market Cap Crosses Rs 7 Lakh Crore,LIC's market cap had earlier this week crossed the Rs 6-lakh-crore mark after its share price hit record high.,"11:00 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=LIC+Becomes+India%27s+Fifth+Most+Valued+Firm+After+Market+Cap+Crosses+Rs+7+Lakh+Crore&url=https%3A%2F%2Fwww.ndtvprofit.com%2Fbuzzing-stocks%2Flic-becomes-indias-fifth-most-valued-firm-after-market-cap-crosses-rs-7-lakh-crore
Chernobyl’s mutant wolves have developed anti-cancer abilities,New research indicates that wolves living in the Chernobyl Exclusion Zone (CEZ) have evolved anti-cancer genomes,"10:59 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Chernobyl%E2%80%99s+mutant+wolves+have+developed+anti-cancer+abilities&url=https%3A%2F%2Fwww.moneycontrol.com%2Fnews%2Ftrends%2Fchernobyls-mutant-wolves-have-developed-anti-cancer-abilities-12229561.html
Around 16% international scholars in US are from India,"While Indians constitute 15.7 percent (16,068) of total scholars, Chinese have a 19.1 percent (19,556) share among international scholars, according to the latest Open Doors Report data","10:57 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Around+16%25+international+scholars+in+US+are+from+India&url=https%3A%2F%2Fwww.moneycontrol.com%2Fnews%2Fbusiness%2Faround-16-international-scholars-in-us-are-from-india-12229501.html
"SGB 2016-I issue delivers XIRR of 13.6% on maturity, beats return of gold funds","The biggest gold fund, Nippon India ETF Gold BeES, has delivered a compounded annual growth rate of 9.31 percent during February 8, 2016 to February 8, 2024, underperforming Sovereign Gold Bond 2016-I issue.","10:56 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=SGB+2016-I+issue+delivers+XIRR+of+13.6%25+on+maturity%2C+beats+return+of+gold+funds&url=https%3A%2F%2Fwww.moneycontrol.com%2Fnews%2Fbusiness%2Fpersonal-finance%2Fsgb-2016-i-issue-delivers-xirr-of-13-6-on-maturity-beats-return-of-gold-funds-12229381.html
Multibagger Zomato jumps 4% on robust Q3 show. Should you buy at current levels?,Zomato's third-quarter earnings beat the estimates on the back of robust growth in food delivery and hyperpure businesses. Net profit jumped nearly 4x (283%) quarter-on-quarter (QoQ) to Rs 138 crore. An ET Now poll saw the figure around Rs 36 crore. The company had posted a loss of Rs 347 crore in the last year period.,"10:53 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Multibagger+Zomato+jumps+4%25+on+robust+Q3+show.+Should+you+buy+at+current+levels%3F+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fstocks%2Fnews%2Fmultibagger-zomato-jumps-4-on-robust-q3-show-should-you-buy-at-current-levels%2Farticleshow%2F107545358.cms
"Pakistani operatives targeting Indian establishments with malicious emails, says govt circular","This circular comes at a time when Indian government establishments, including its critical infrastructure such as telecom, banking and other sectors, have been routinely targeted by cyber attackers","10:50 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Pakistani+operatives+targeting+Indian+establishments+with+malicious+emails%2C+says+govt+circular&url=https%3A%2F%2Fwww.moneycontrol.com%2Fnews%2Ftechnology%2Fpakistani-operatives-targeting-indian-establishments-with-malicious-emails-says-govt-circular-12228431.html
"Add SKF India, target price Rs 5095:  Centrum Broking","SKF India Ltd. key Products/Revenue Segments include Bearings & Components, Sale of services, Other Operating Revenue and Scrap for the year ending 31-Mar-2023.","10:46 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Add+SKF+India%2C+target+price+Rs+5095%3A++Centrum+Broking++&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fstocks%2Frecos%2Fadd-skf-india-target-price-rs-5095-centrum-broking%2Farticleshow%2F107545112.cms
"Going forward, we have Rs 12,000 crore of unrecognised revenue, which is coming at a much higher margin: Sobha MD",Sobha explains that the revenue and margin pressure is due to the completion of pre-Covid projects. The company expects an uptick in revenue and margin percentages as the pace of deliveries increases. The focus on cash flow management helps maintain positive net cash flow and a low net debt to equity ratio.,"10:44 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Going+forward%2C+we+have+Rs+12%2C000+crore+of+unrecognised+revenue%2C+which+is+coming+at+a+much+higher+margin%3A+Sobha+MD+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fexpert-view%2Fgoing-forward-we-have-rs-12000-crore-of-unrecognised-revenue-which-is-coming-at-a-much-higher-margin-sobha-md%2Farticleshow%2F107545043.cms
Rupee falls 5 paise against US dollar in early trade,Forex traders said a negative trend in domestic equities and foreign fund inflows weighed on investor sentiments.,"10:41 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Rupee+falls+5+paise+against+US+dollar+in+early+trade&url=https%3A%2F%2Fwww.thehindu.com%2Fbusiness%2Fmarkets%2Frupee-vs-dollar-updates-on-february-9-2024%2Farticle67828159.ece
Yes Bank Shares Jump Over 9% After SBI Says No Plans To Divest Stake,"There are no such talks about selling SBI's shares in Yes Bank, and the news in media reports is ""factually incorrect"", both lenders told the exchanges on Thursday.","10:41 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Yes+Bank+Shares+Jump+Over+9%25+After+SBI+Says+No+Plans+To+Divest+Stake&url=https%3A%2F%2Fwww.ndtvprofit.com%2Fbuzzing-stocks%2Fyes-bank-shares-jump-over-9-after-sbi-says-no-plans-to-divest-stake
Multi-billion dollar PSU stock rally and the hidden hand of low free float,This isn't a hypothetical example to understand the link between stock price reaction and concentrated ownership but a reality in the world of PSU stocks on Dalal Street.,"10:39 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Multi-billion+dollar+PSU+stock+rally+and+the+hidden+hand+of+low+free+float+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fstocks%2Fnews%2Fmulti-billion-dollar-psu-stock-rally-and-the-hidden-hand-of-low-free-float%2Farticleshow%2F107544879.cms
"Markets trade firm on buying in Reliance, TCS; Sensex climbs 122 points",The Nifty went up by 45.45 points,"10:38 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Markets+trade+firm+on+buying+in+Reliance%2C+TCS%3B+Sensex+climbs+122+points&url=https%3A%2F%2Fwww.thehindu.com%2Fbusiness%2Fmarkets%2Fsensex-updates-on-february-9-2024%2Farticle67828148.ece
"Add Brigade Enterprises, target price Rs 1169:  ICICI Securities","Brigade Enterprises Ltd., incorporated in the year 1995, is a Mid Cap company (having a market cap of Rs 23039.03 Crore) operating in Real Estate sector.","10:35 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Add+Brigade+Enterprises%2C+target+price+Rs+1169%3A++ICICI+Securities++&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fstocks%2Frecos%2Fadd-brigade-enterprises-target-price-rs-1169-icici-securities%2Farticleshow%2F107544872.cms
Go contra as dumb money sells largecap private banks;one realty stock could double & avoid ITC: Sanjiv Bhasin,"Sanjiv Bhasin says: Insurance companies, including LIC, SBI Life, ICICI Pru, and HDFC Life, are expected to perform well in the long term. These companies, along with other intermediaries like brokers and AMCs, are set to benefit from changing daily habits and increased technology adoption.  the dumb money is now selling the largecap private banks, which were the most sought after and getting into PSUs. So, it is time to be contrarian,","10:32 AM, 09 Feb 2024",Twitter,http://twitter.com/share?text=Go+contra+as+dumb+money+sells+largecap+private+banks%3Bone+realty+stock+could+double+%26+avoid+ITC%3A+Sanjiv+Bhasin+&url=https%3A%2F%2Feconomictimes.indiatimes.com%2Fmarkets%2Fexpert-view%2Fgo-contra-as-dumb-money-sells-largecap-private-banksone-realty-stock-could-double-avoid-itc-sanjiv-bhasin%2Farticleshow%2F107544653.cms
