Date,Open,High,Low,Close,Adj Close,Volume
2012-05-03,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2767.0
2012-05-04,0.8059999942779541,0.8059999942779541,0.7990000247955322,0.800000011920929,0.800000011920929,0.0
2012-05-07,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2767.0
2012-05-08,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2767.0
2012-05-09,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2767.0
2012-05-10,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2767.0
2012-05-11,0.6650000214576721,0.6710000038146973,0.6650000214576721,0.6669999957084656,0.6669999957084656,0.0
2012-05-14,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2767.0
2012-05-15,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,2767.0
2012-05-16,2.5,2.5,2.5,2.5,2.5,30300.0
2012-05-17,2.5,2.5,2.5,2.5,2.5,30300.0
2012-05-18,0.5910000205039978,0.5910000205039978,0.5849999785423279,0.5849999785423279,0.5849999785423279,0.0
2012-05-21,2.5,2.5,2.5,2.5,2.5,30300.0
2012-05-22,2.5,2.5,2.5,2.5,2.5,30300.0
2012-05-23,2.5,2.5,2.5,2.5,2.5,30300.0
2012-05-24,2.5,2.5,2.5,2.5,2.5,30300.0
2012-05-25,0.5600000023841858,0.5619999766349792,0.5600000023841858,0.5619999766349792,0.5619999766349792,0.0
2012-05-29,2.5,2.5,2.5,2.5,2.5,30300.0
2012-05-30,2.5,2.5,2.5,2.5,2.5,30300.0
2012-05-31,2.5,2.5,2.5,2.5,2.5,30300.0
2012-06-01,0.5419999957084656,0.5419999957084656,0.531000018119812,0.5320000052452087,0.5320000052452087,0.0
2012-06-04,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-05,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-06,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-07,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-08,0.5989999771118164,0.609000027179718,0.5989999771118164,0.609000027179718,0.609000027179718,0.0
2012-06-11,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-12,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-13,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-14,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-15,0.6650000214576721,0.675000011920929,0.6650000214576721,0.675000011920929,0.675000011920929,0.0
2012-06-18,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-19,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-20,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-21,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-22,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,0.0
2012-06-25,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-26,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,30600.0
2012-06-27,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,14400.0
2012-06-28,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,14400.0
2012-06-29,0.8080000281333923,0.8080000281333923,0.8080000281333923,0.8080000281333923,0.8080000281333923,0.0
2012-07-02,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,14400.0
2012-07-03,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,14400.0
