Company Name,Industry,Symbol,Series,ISIN Code
Capri Global Capital Ltd.,Financial Services,CGCL.NS,EQ,INE180C01042
Castrol India Ltd.,Oil Gas & Consumable Fuels,CASTROLIND.NS,EQ,INE172A01027
Ceat Ltd.,Automobile and Auto Components,CEATLTD.NS,EQ,INE482A01020
Cello World Ltd.,Consumer Durables,CELLO.NS,EQ,INE0LMW01024
Central Bank of India,Financial Services,CENTRALBK.NS,EQ,INE483A01010
Central Depository Services (India) Ltd.,Financial Services,CDSL.NS,EQ,INE736A01011
Century Plyboards (India) Ltd.,Consumer Durables,CENTURYPLY.NS,EQ,INE348B01021
Century Textile & Industries Ltd.,Forest Materials,CENTURYTEX.NS,EQ,INE055A01016
Cera Sanitaryware Ltd,Consumer Durables,CERA.NS,EQ,INE739E01017
Chalet Hotels Ltd.,Consumer Services,CHALET.NS,EQ,INE427F01016
Chambal Fertilizers & Chemicals Ltd.,Chemicals,CHAMBLFERT.NS,EQ,INE085A01013
Chemplast Sanmar Ltd.,Chemicals,CHEMPLASTS.NS,EQ,INE488A01050
Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,CHENNPETRO.NS,EQ,INE178A01016
Cholamandalam Financial Holdings Ltd.,Financial Services,CHOLAHLDNG.NS,EQ,INE149A01033
City Union Bank Ltd.,Financial Services,CUB.NS,EQ,INE491A01021
Clean Science and Technology Ltd.,Chemicals,CLEAN.NS,EQ,INE227W01023
Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP.NS,EQ,INE704P01025
Computer Age Management Services Ltd.,Financial Services,CAMS.NS,EQ,INE596I01012
Concord Biotech Ltd.,Healthcare,CONCORDBIO.NS,EQ,INE338H01029
Craftsman Automation Ltd.,Automobile and Auto Components,CRAFTSMAN.NS,EQ,INE00LO01017
CreditAccess Grameen Ltd.,Financial Services,CREDITACC.NS,EQ,INE741K01010
Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,CROMPTON.NS,EQ,INE299U01018
Cyient Ltd.,Information Technology,CYIENT.NS,EQ,INE136B01020
DCM Shriram Ltd.,Diversified,DCMSHRIRAM.NS,EQ,INE499A01024
DOMS Industries Ltd.,Fast Moving Consumer Goods,DOMS.NS,EQ,INE321T01012
Data Patterns (India) Ltd.,Capital Goods,DATAPATTNS.NS,EQ,INE0IX101010
Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,DEEPAKFERT.NS,EQ,INE501A01019
E.I.D. Parry (India) Ltd.,Chemicals,EIDPARRY.NS,EQ,INE126A01031
EIH Ltd.,Consumer Services,EIHOTEL.NS,EQ,INE230A01023
EPL Ltd.,Capital Goods,EPL.NS,EQ,INE255A01020
Easy Trip Planners Ltd.,Consumer Services,EASEMYTRIP.NS,EQ,INE07O001026
Elecon Engineering Co. Ltd.,Capital Goods,ELECON.NS,EQ,INE205B01023
Elgi Equipments Ltd.,Capital Goods,ELGIEQUIP.NS,EQ,INE285A01027
Engineers India Ltd.,Construction,ENGINERSIN.NS,EQ,INE510A01028
Equitas Small Finance Bank Ltd.,Financial Services,EQUITASBNK.NS,EQ,INE063P01018
Eris Lifesciences Ltd.,Healthcare,ERIS.NS,EQ,INE406M01024
Exide Industries Ltd.,Automobile and Auto Components,EXIDEIND.NS,EQ,INE302A01020
FDC Ltd.,Healthcare,FDC.NS,EQ,INE258B01022
Fine Organic Industries Ltd.,Chemicals,FINEORG.NS,EQ,INE686Y01026
Finolex Cables Ltd.,Capital Goods,FINCABLES.NS,EQ,INE235A01022
Finolex Industries Ltd.,Capital Goods,FINPIPE.NS,EQ,INE183A01024
Firstsource Solutions Ltd.,Services,FSL.NS,EQ,INE684F01012
Five-Star Business Finance Ltd.,Financial Services,FIVESTAR.NS,EQ,INE128S01021
GMM Pfaudler Ltd.,Capital Goods,GMMPFAUDLR.NS,EQ,INE541A01023
Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,GRSE.NS,EQ,INE382Z01011
Gillette India Ltd.,Fast Moving Consumer Goods,GILLETTE.NS,EQ,INE322A01010
Glenmark Life Sciences Ltd.,Healthcare,GLS.NS,EQ,INE03Q201024
Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK.NS,EQ,INE935A01035
Global Health Ltd.,Healthcare,MEDANTA.NS,EQ,INE474Q01031
Godawari Power & Ispat Ltd.,Capital Goods,GPIL.NS,EQ,INE177H01021
Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP.NS,EQ,INE260B01028
Granules India Ltd.,Healthcare,GRANULES.NS,EQ,INE101D01020
Graphite India Ltd.,Capital Goods,GRAPHITE.NS,EQ,INE371A01025
Great Eastern Shipping Co. Ltd.,Services,GESHIP.NS,EQ,INE017A01032
Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,GAEL.NS,EQ,INE036B01030
Gujarat Mineral Development Corporation Ltd.,Metals & Mining,GMDCLTD.NS,EQ,INE131A01031
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC.NS,EQ,INE113A01013
Gujarat Pipavav Port Ltd.,Services,GPPL.NS,EQ,INE517F01014
Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,GSFC.NS,EQ,INE026A01025
Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,GSPL.NS,EQ,INE246F01010
H.E.G. Ltd.,Capital Goods,HEG.NS,EQ,INE545A01016
HBL Power Systems Ltd.,Automobile and Auto Components,HBLPOWER.NS,EQ,INE292B01021
HFCL Ltd.,Telecommunication,HFCL.NS,EQ,INE548A01028
Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS.NS,EQ,INE419U01012
Happy Forgings Ltd.,Capital Goods,HAPPYFORGE.NS,EQ,INE330T01021
Himadri Speciality Chemical Ltd.,Chemicals,HSCL.NS,BE,INE019C01026
Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER.NS,EQ,INE531E01026
Hitachi Energy India Ltd.,Capital Goods,POWERINDIA.NS,EQ,INE07Y701011
Home First Finance Company India Ltd.,Financial Services,HOMEFIRST.NS,EQ,INE481N01025
Honasa Consumer Ltd.,Fast Moving Consumer Goods,HONASA.NS,EQ,INE0J5401028
Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO.NS,EQ,INE031A01017
IDFC Ltd.,Financial Services,IDFC.NS,EQ,INE043D01016
IIFL Finance Ltd.,Financial Services,IIFL.NS,EQ,INE530B01024
IRB Infrastructure Developers Ltd.,Construction,IRB.NS,EQ,INE821I01022
IRCON International Ltd.,Construction,IRCON.NS,EQ,INE962Y01021
ITI Ltd.,Telecommunication,ITI.NS,EQ,INE248A01017
India Cements Ltd.,Construction Materials,INDIACEM.NS,EQ,INE383A01012
Indiabulls Housing Finance Ltd.,Financial Services,IBULHSGFIN.NS,EQ,INE148I01020
Indiamart Intermesh Ltd.,Consumer Services,INDIAMART.NS,EQ,INE933S01016
Indian Energy Exchange Ltd.,Financial Services,IEX.NS,EQ,INE022Q01020
Indian Overseas Bank,Financial Services,IOB.NS,EQ,INE565A01014
Indigo Paints Ltd.,Consumer Durables,INDIGOPNTS.NS,EQ,INE09VQ01012
Inox Wind Ltd.,Capital Goods,INOXWIND.NS,EQ,INE066P01011
Intellect Design Arena Ltd.,Information Technology,INTELLECT.NS,EQ,INE306R01017
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM.NS,EQ,INE572A01036
JBM Auto Ltd.,Automobile and Auto Components,JBMA.NS,EQ,INE927D01044
JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI.NS,EQ,INE786A01032
JK Paper Ltd.,Forest Materials,JKPAPER.NS,EQ,INE789E01012
JM Financial Ltd.,Financial Services,JMFINANCIL.NS,EQ,INE780C01023
Jai Balaji Industries Ltd.,Metals & Mining,JAIBALAJI.NS,BE,INE091G01018
Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK.NS,EQ,INE168A01041
Jindal Saw Ltd.,Capital Goods,JINDALSAW.NS,EQ,INE324A01024
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA.NS,EQ,INE0BY001018
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA.NS,EQ,INE700A01033
Jupiter Wagons Ltd.,Capital Goods,JWL.NS,EQ,INE209L01016
Justdial Ltd.,Consumer Services,JUSTDIAL.NS,EQ,INE599M01018
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB.NS,EQ,INE668F01031
KNR Constructions Ltd.,Construction,KNRCON.NS,EQ,INE634I01029
KRBL Ltd.,Fast Moving Consumer Goods,KRBL.NS,EQ,INE001B01026
KSB Ltd.,Capital Goods,KSB.NS,EQ,INE999A01015
Kalpataru Projects International Ltd.,Construction,KPIL.NS,EQ,INE220B01022
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA.NS,EQ,INE036D01028
Kaynes Technology India Ltd.,Capital Goods,KAYNES.NS,EQ,INE918Z01012
Kec International Ltd.,Construction,KEC.NS,EQ,INE389H01022
Kfin Technologies Ltd.,Financial Services,KFINTECH.NS,EQ,INE138Y01010
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS.NS,EQ,INE967H01017
Latent View Analytics Ltd.,Information Technology,LATENTVIEW.NS,EQ,INE0I7C01011
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM.NS,EQ,INE576O01020
Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE.NS,EQ,INE970X01018
MMTC Ltd.,Services,MMTC.NS,EQ,INE123F01029
MTAR Technologies Ltd.,Capital Goods,MTARTECH.NS,EQ,INE864I01014
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL.NS,EQ,INE002S01010
Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES.NS,EQ,INE271B01025
Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL.NS,EQ,INE998I01010
Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE.NS,EQ,INE813A01018
Manappuram Finance Ltd.,Financial Services,MANAPPURAM.NS,EQ,INE522D01027
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL.NS,EQ,INE103A01014
Mastek Ltd.,Information Technology,MASTEK.NS,EQ,INE759A01021
Medplus Health Services Ltd.,Consumer Services,MEDPLUS.NS,EQ,INE804L01022
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS.NS,EQ,INE112L01020
Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP.NS,EQ,INE842C01021
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS.NS,EQ,INE338I01027
Multi Commodity Exchange of India Ltd.,Financial Services,MCX.NS,EQ,INE745G01035
NATCO Pharma Ltd.,Healthcare,NATCOPHARM.NS,EQ,INE987B01026
NBCC (India) Ltd.,Construction,NBCC.NS,EQ,INE095N01031
NCC Ltd.,Construction,NCC.NS,EQ,INE868B01028
NLC India Ltd.,Power,NLCINDIA.NS,EQ,INE589A01014
NMDC Steel Ltd.,Metals & Mining,NSLNISP.NS,EQ,INE0NNS01018
Narayana Hrudayalaya Ltd.,Healthcare,NH.NS,EQ,INE410P01011
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM.NS,EQ,INE139A01034
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR.NS,EQ,INE048G01026
Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18.NS,BE,INE870H01013
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA.NS,EQ,INE298J01013
Nuvama Wealth Management Ltd.,Financial Services,NUVAMA.NS,EQ,INE531F01015
Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO.NS,EQ,INE118D01016
Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA.NS,EQ,INE260D01016
PCBL Ltd.,Chemicals,PCBL.NS,EQ,INE602A01031
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING.NS,EQ,INE572E01012
PNC Infratech Ltd.,Construction,PNCINFRA.NS,EQ,INE195J01029
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX.NS,EQ,INE191H01014
Piramal Pharma Ltd.,Healthcare,PPLPHARMA.NS,EQ,INE0DK501011
Poly Medicure Ltd.,Healthcare,POLYMED.NS,EQ,INE205C01021
Praj Industries Ltd.,Capital Goods,PRAJIND.NS,EQ,INE074A01025
Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE.NS,EQ,INE689W01016
Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN.NS,EQ,INE010A01011
Quess Corp Ltd.,Services,QUESS.NS,EQ,INE615P01015
R R Kabel Ltd.,Capital Goods,RRKABEL.NS,EQ,INE777K01022
RBL Bank Ltd.,Financial Services,RBLBANK.NS,EQ,INE976G01028
RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM.NS,EQ,INE743M01012
RITES Ltd.,Construction,RITES.NS,EQ,INE320J01015
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO.NS,EQ,INE944F01028
Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL.NS,EQ,INE0DD101019
Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW.NS,EQ,INE961O01016
Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO.NS,EQ,INE343B01030
Ramkrishna Forgings Ltd.,Automobile and Auto Components,RKFORGE.NS,EQ,INE399G01023
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF.NS,EQ,INE027A01015
Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI.NS,EQ,INE703B01027
RattanIndia Enterprises Ltd.,Consumer Services,RTNINDIA.NS,EQ,INE834M01019
Raymond Ltd.,Textiles,RAYMOND.NS,EQ,INE301A01014
Redington Ltd.,Services,REDINGTON.NS,EQ,INE891D01026
Restaurant Brands Asia Ltd.,Consumer Services,RBA.NS,EQ,INE07T201019
Route Mobile Ltd.,Telecommunication,ROUTE.NS,EQ,INE450U01017
SBFC Finance Ltd.,Financial Services,SBFC.NS,EQ,INE423Y01016
Safari Industries (India) Ltd.,Consumer Durables,SAFARI.NS,EQ,INE429E01023
Sanofi India Ltd.,Healthcare,SANOFI.NS,EQ,INE058A01010
Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE.NS,EQ,INE806T01012
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA.NS,EQ,INE979A01025
Schneider Electric Infrastructure Ltd.,Capital Goods,SCHNEIDER.NS,BE,INE839M01018
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA.NS,EQ,INE087H01022
Shyam Metalics and Energy Ltd.,Capital Goods,SHYAMMETL.NS,EQ,INE810G01011
Signatureglobal (India) Ltd.,Realty,SIGNATURE.NS,EQ,INE903U01023
Sobha Ltd.,Realty,SOBHA.NS,EQ,INE671H01015
Sonata Software Ltd.,Information Technology,SONATSOFTW.NS,EQ,INE269A01021
Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR.NS,EQ,INE00M201021
Sterlite Technologies Ltd.,Telecommunication,STLTECH.NS,EQ,INE089C01029
Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC.NS,BE,INE232I01014
Sunteck Realty Ltd.,Realty,SUNTECK.NS,EQ,INE805D01034
Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR.NS,EQ,INE03QK01018
Swan Energy Ltd.,Diversified,SWANENERGY.NS,EQ,INE665A01038
Syrma SGS Technology Ltd.,Capital Goods,SYRMA.NS,EQ,INE0DYJ01015
TV18 Broadcast Ltd.,Media Entertainment & Publication,TV18BRDCST.NS,BE,INE886H01027
TVS Supply Chain Solutions Ltd.,Services,TVSSCS.NS,EQ,INE395N01027
Tamilnad Mercantile Bank Ltd.,Financial Services,TMB.NS,EQ,INE668A01016
Tanla Platforms Ltd.,Information Technology,TANLA.NS,EQ,INE483C01032
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST.NS,BE,INE672A01018
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML.NS,EQ,INE517B01013
Tejas Networks Ltd.,Telecommunication,TEJASNET.NS,EQ,INE010J01012
Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH.NS,EQ,INE615H01020
Trident Ltd.,Textiles,TRIDENT.NS,EQ,INE064C01022
Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,TRIVENI.NS,EQ,INE256C01024
Triveni Turbine Ltd.,Capital Goods,TRITURBINE.NS,EQ,INE152M01016
UCO Bank,Financial Services,UCOBANK.NS,EQ,INE691A01018
UTI Asset Management Company Ltd.,Financial Services,UTIAMC.NS,EQ,INE094J01016
Ujjivan Small Finance Bank Ltd.,Financial Services,UJJIVANSFB.NS,EQ,INE551W01018
Usha Martin Ltd.,Capital Goods,USHAMART.NS,EQ,INE228A01035
V-Guard Industries Ltd.,Consumer Durables,VGUARD.NS,EQ,INE951I01027
V.I.P. Industries Ltd.,Consumer Durables,VIPIND.NS,EQ,INE054A01027
Vaibhav Global Ltd.,Consumer Durables,VAIBHAVGBL.NS,EQ,INE884A01027
Vardhman Textiles Ltd.,Textiles,VTL.NS,EQ,INE825A01020
Varroc Engineering Ltd.,Automobile and Auto Components,VARROC.NS,EQ,INE665L01035
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA.NS,EQ,INE043W01024
Welspun Corp Ltd.,Capital Goods,WELCORP.NS,EQ,INE191B01025
Welspun Living Ltd.,Textiles,WELSPUNLIV.NS,EQ,INE192B01031
Westlife Foodworld Ltd.,Consumer Services,WESTLIFE.NS,EQ,INE274F01020
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL.NS,EQ,INE716A01013
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH.NS,EQ,INE520A01027
eClerx Services Ltd.,Services,ECLERX.NS,EQ,INE738I01010
