Company Name,Industry,Symbol,Series,ISIN Code
HMA Agro Industries Ltd.,Fast Moving Consumer Goods,HMAAGRO.NS,EQ,INE0ECP01024
Hathway Cable & Datacom Ltd.,Media Entertainment & Publication,HATHWAY.NS,EQ,INE982F01036
HeidelbergCement India Ltd.,Construction Materials,HEIDELBERG.NS,EQ,INE578A01017
Hemisphere Properties India Ltd.,Services,HEMIPROP.NS,EQ,INE0AJG01018
Heritage Foods Ltd.,Fast Moving Consumer Goods,HERITGFOOD.NS,EQ,INE978A01027
Hikal Ltd.,Healthcare,HIKAL.NS,EQ,INE475B01022
Hindustan Construction Co. Ltd.,Construction,HCC.NS,EQ,INE549A01026
Hindustan Oil Exploration Co. Ltd.,Oil Gas & Consumable Fuels,HINDOILEXP.NS,EQ,INE345A01011
Hindware Home Innovation Ltd.,Consumer Durables,HINDWAREAP.NS,EQ,INE05AN01011
IFB Industries Ltd.,Consumer Durables,IFBIND.NS,EQ,INE559A01017
IFCI Ltd.,Financial Services,IFCI.NS,EQ,INE039A01010
IIFL Securities Ltd.,Financial Services,IIFLSEC.NS,EQ,INE489L01022
IKIO Lighting Ltd.,Consumer Durables,IKIO.NS,EQ,INE0LOJ01019
INOX India Ltd.,Capital Goods,INOXINDIA.NS,EQ,INE616N01034
IOL Chem and Pharma Ltd.,Healthcare,IOLCP.NS,EQ,INE485C01011
ITD Cementation India Ltd.,Construction,ITDCEM.NS,EQ,INE686A01026
Ideaforge Technology Ltd.,Capital Goods,IDEAFORGE.NS,EQ,INE349Y01013
India Glycols Ltd.,Chemicals,INDIAGLYCO.NS,EQ,INE560A01015
India Pesticides Ltd.,Chemicals,IPL.NS,EQ,INE0D6701023
India Shelter Finance Corporation Ltd.,Financial Services,INDIASHLTR.NS,EQ,INE922K01024
Indiabulls Real Estate Ltd.,Realty,IBREALEST.NS,EQ,INE069I01010
Indian Metals & Ferro Alloys Ltd.,Metals & Mining,IMFA.NS,EQ,INE919H01018
Indo Count Industries Ltd.,Textiles,ICIL.NS,EQ,INE483B01026
Indoco Remedies Ltd.,Healthcare,INDOCO.NS,EQ,INE873D01024
Infibeam Avenues Ltd.,Financial Services,INFIBEAM.NS,EQ,INE483S01020
Ingersoll Rand (India) Ltd.,Capital Goods,INGERRAND.NS,EQ,INE177A01018
Ion Exchange (India) Ltd.,Utilities,IONEXCHANG.NS,EQ,INE570A01022
Isgec Heavy Engineering Ltd.,Construction,ISGEC.NS,EQ,INE858B01029
J.Kumar Infraprojects Ltd.,Construction,JKIL.NS,EQ,INE576I01022
JK Tyre & Industries Ltd.,Automobile and Auto Components,JKTYRE.NS,EQ,INE573A01042
JSW Holdings Ltd.,Financial Services,JSWHL.NS,EQ,INE824G01012
JTEKT India Ltd.,Automobile and Auto Components,JTEKTINDIA.NS,EQ,INE643A01035
JTL Industries Ltd.,Capital Goods,JTLIND.NS,EQ,INE391J01024
Jai Corp Ltd.,Capital Goods,JAICORPLTD.NS,EQ,INE070D01027
Jain Irrigation Systems Ltd.,Capital Goods,JISLJALEQS.NS,EQ,INE175A01038
Jaiprakash Associates Ltd.,Construction,JPASSOCIAT.NS,EQ,INE455F01025
Jaiprakash Power Ventures Ltd.,Power,JPPOWER.NS,BE,INE351F01018
Jamna Auto Industries Ltd.,Automobile and Auto Components,JAMNAAUTO.NS,EQ,INE039C01032
Jindal Worldwide Ltd.,Textiles,JINDWORLD.NS,EQ,INE247D01039
Johnson Controls - Hitachi Air Conditioning India Ltd.,Consumer Durables,JCHAC.NS,EQ,INE782A01015
Jupiter Life Line Hospitals Ltd.,Healthcare,JLHL.NS,EQ,INE682M01012
Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC.NS,EQ,INE980O01024
KPI Green Energy Ltd.,Power,KPIGREEN.NS,EQ,INE542W01017
Karnataka Bank Ltd.,Financial Services,KTKBANK.NS,EQ,INE614B01018
Kaveri Seed Company Ltd.,Fast Moving Consumer Goods,KSCL.NS,EQ,INE455I01029
Kesoram Industries Ltd.,Construction Materials,KESORAMIND.NS,EQ,INE087A01019
Kirloskar Brothers Ltd.,Capital Goods,KIRLOSBROS.NS,EQ,INE732A01036
Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG.NS,EQ,INE146L01010
Kolte-Patil Developers Ltd.,Realty,KOLTEPATIL.NS,EQ,INE094I01018
Krsnaa Diagnostics Ltd.,Healthcare,KRSNAA.NS,EQ,INE08LI01020
LG Balakrishnan & Bros Ltd.,Automobile and Auto Components,LGBBROSLTD.NS,EQ,INE337A01034
LT Foods Ltd.,Fast Moving Consumer Goods,LTFOODS.NS,EQ,INE818H01020
La Opala RG Ltd.,Consumer Durables,LAOPALA.NS,EQ,INE059D01020
Landmark Cars Ltd.,Automobile and Auto Components,LANDMARK.NS,EQ,INE559R01029
Lloyds Engineering Works Ltd.,Capital Goods,LLOYDSENGG.NS,EQ,INE093R01011
Lux Industries Ltd.,Textiles,LUXIND.NS,EQ,INE150G01020
MAS Financial Services Ltd.,Financial Services,MASFIN.NS,EQ,INE348L01012
MOIL Ltd.,Metals & Mining,MOIL.NS,EQ,INE490G01020
MSTC Ltd.,Services,MSTCLTD.NS,EQ,INE255X01014
Mahindra Logistics Ltd.,Services,MAHLOG.NS,EQ,INE766P01016
Maithan Alloys Ltd.,Metals & Mining,MAITHANALL.NS,EQ,INE683C01011
Man Infraconstruction Ltd.,Construction,MANINFRA.NS,EQ,INE949H01023
Marksans Pharma Ltd.,Healthcare,MARKSANS.NS,EQ,INE750C01026
Mishra Dhatu Nigam Ltd.,Capital Goods,MIDHANI.NS,EQ,INE099Z01011
Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,BECTORFOOD.NS,EQ,INE495P01012
Muthoot Microfin Ltd.,Financial Services,MUTHOOTMF.NS,EQ,INE046W01019
NESCO Ltd.,Services,NESCO.NS,EQ,INE317F01035
NIIT Learning Systems Ltd.,Consumer Services,NIITMTS.NS,EQ,INE342G01023
NOCIL Ltd.,Chemicals,NOCIL.NS,EQ,INE163A01018
NRB Bearings Ltd.,Automobile and Auto Components,NRBBEARING.NS,EQ,INE349A01021
National Fertilizers Ltd.,Chemicals,NFL.NS,EQ,INE870D01012
Nava Ltd.,Power,NAVA.NS,EQ,INE725A01022
Navneet Education Ltd.,Media Entertainment & Publication,NAVNETEDUL.NS,EQ,INE060A01024
Nazara Technologies Ltd.,Media Entertainment & Publication,NAZARA.NS,EQ,INE418L01021
Netweb Technologies India Ltd.,Information Technology,NETWEB.NS,EQ,INE0NT901020
Neuland Laboratories Ltd.,Healthcare,NEULANDLAB.NS,EQ,INE794A01010
Newgen Software Technologies Ltd.,Information Technology,NEWGEN.NS,EQ,INE619B01017
Nucleus Software Exports Ltd.,Information Technology,NUCLEUS.NS,EQ,INE096B01018
Optiemus Infracom Ltd.,Telecommunication,OPTIEMUS.NS,EQ,INE350C01017
Orient Cement Ltd.,Construction Materials,ORIENTCEM.NS,EQ,INE876N01018
Orient Electric Ltd.,Consumer Durables,ORIENTELEC.NS,EQ,INE142Z01019
Orissa Min Dev Co Ltd.,Metals & Mining,ORISSAMINE.NS,EQ,INE725E01024
PDS Ltd.,Textiles,PDSL.NS,EQ,INE111Q01021
PG Electroplast Ltd.,Consumer Durables,PGEL.NS,EQ,INE457L01011
PSP Projects Ltd.,Construction,PSPPROJECT.NS,EQ,INE488V01015
PTC India Ltd.,Power,PTC.NS,EQ,INE877F01012
Paisalo Digital Ltd.,Financial Services,PAISALO.NS,EQ,INE420C01059
Paradeep Phosphates Ltd.,Chemicals,PARADEEP.NS,EQ,INE088F01024
Paras Defence and Space Technologies Ltd.,Capital Goods,PARAS.NS,EQ,INE045601015
Patel Engineering Ltd.,Construction,PATELENG.NS,EQ,INE244B01030
Polyplex Corporation Ltd.,Capital Goods,POLYPLEX.NS,EQ,INE633B01018
Power Mech Projects Ltd.,Construction,POWERMECH.NS,EQ,INE211R01019
Pricol Ltd.,Automobile and Auto Components,PRICOLLTD.NS,EQ,INE726V01018
Puravankara Ltd.,Realty,PURVA.NS,EQ,INE323I01011
Rain Industries Ltd,Chemicals,RAIN.NS,EQ,INE855B01025
Rallis India Ltd.,Chemicals,RALLIS.NS,EQ,INE613A01020
Ramky Infra Ltd.,Construction,RAMKY.NS,EQ,INE874I01013
Rategain Travel Technologies Ltd.,Information Technology,RATEGAIN.NS,EQ,INE0CLI01024
RattanIndia Power Ltd.,Power,RTNPOWER.NS,BE,INE399K01017
Redtape Ltd.,Consumer Durables,REDTAPE.NS,EQ,INE0LXT01019
Reliance Infrastructure Ltd.,Power,RELINFRA.NS,EQ,INE036A01016
Reliance Power Ltd.,Power,RPOWER.NS,BE,INE614G01033
Religare Enterprises Ltd.,Financial Services,RELIGARE.NS,EQ,INE621H01010
Responsive Industries Ltd.,Consumer Durables,RESPONIND.NS,EQ,INE688D01026
Rossari Biotech Ltd.,Chemicals,ROSSARI.NS,EQ,INE02A801020
Sagar Cements Ltd.,Construction Materials,SAGCEM.NS,EQ,INE229C01021
Sai Silks (Kalamandir) Ltd.,Consumer Services,KALAMANDIR.NS,EQ,INE438K01021
Samhi Hotels Ltd.,Consumer Services,SAMHI.NS,EQ,INE08U801020
Sandur Manganese & Iron Ores Ltd.,Oil Gas & Consumable Fuels,SANDUMA.NS,EQ,INE149K01016
Sanghi Industries Ltd.,Construction Materials,SANGHIIND.NS,EQ,INE999B01013
Sanghvi Movers Ltd.,Capital Goods,SANGHVIMOV.NS,EQ,INE989A01024
Sansera Engineering Ltd.,Automobile and Auto Components,SANSERA.NS,EQ,INE953O01021
Sarda Energy and Minerals Ltd.,Metals & Mining,SARDAEN.NS,EQ,INE385C01021
Senco Gold Ltd.,Consumer Durables,SENCO.NS,EQ,INE602W01019
Sequent Scientific Ltd.,Healthcare,SEQUENT.NS,EQ,INE807F01027
Sharda Motor Industries Ltd.,Automobile and Auto Components,SHARDAMOTR.NS,EQ,INE597I01028
Share India Securities Ltd.,Financial Services,SHAREINDIA.NS,EQ,INE932X01018
Sheela Foam Ltd.,Consumer Durables,SFL.NS,EQ,INE916U01025
Shilpa Medicare Ltd.,Healthcare,SHILPAMED.NS,EQ,INE790G01031
Shipping Corporation of India Ltd.,Services,SCI.NS,EQ,INE109A01011
Shivalik Bimetal Controls Ltd.,Capital Goods,SBCL.NS,EQ,INE386D01027
Shoppers Stop Ltd.,Consumer Services,SHOPERSTOP.NS,EQ,INE498B01024
Sindhu Trade Links Ltd.,Diversified,SINDHUTRAD.NS,EQ,INE325D01025
South Indian Bank Ltd.,Financial Services,SOUTHBANK.NS,EQ,INE683A01023
Spandana Sphoorty Financial Ltd.,Financial Services,SPANDANA.NS,EQ,INE572J01011
Star Cement Ltd.,Construction Materials,STARCEMENT.NS,EQ,INE460H01021
Steel Strips Wheels Ltd.,Automobile and Auto Components,SSWL.NS,EQ,INE802C01033
Strides Pharma Science Ltd.,Healthcare,STAR.NS,EQ,INE939A01011
Stylam Industries Ltd.,Consumer Durables,STYLAMIND.NS,EQ,INE239C01020
Sudarshan Chemical Industries Ltd.,Chemicals,SUDARSCHEM.NS,EQ,INE659A01023
Sula Vineyards Ltd.,Fast Moving Consumer Goods,SULA.NS,EQ,INE142Q01026
Sundaram Clayton Ltd.,Capital Goods,SUNCLAY.NS,EQ,INE0Q3R01026
Sunflag Iron & Steel Company Ltd.,Metals & Mining,SUNFLAG.NS,EQ,INE947A01014
Suprajit Engineering Ltd.,Automobile and Auto Components,SUPRAJIT.NS,EQ,INE399C01030
Supriya Lifescience Ltd.,Healthcare,SUPRIYA.NS,EQ,INE07RO01027
Surya Roshni Ltd.,Capital Goods,SURYAROSNI.NS,EQ,INE335A01020
TARC Ltd.,Realty,TARC.NS,BE,INE0EK901012
TCNS Clothing Co. Ltd.,Textiles,TCNSBRANDS.NS,EQ,INE778U01029
TD Power Systems Ltd.,Capital Goods,TDPOWERSYS.NS,EQ,INE419M01027
TTK Prestige Ltd.,Consumer Durables,TTKPRESTIG.NS,EQ,INE690A01028
TVS Holdings Ltd.,Automobile and Auto Components,TVSHLTD.NS,EQ,INE105A01035
Tarsons Products Ltd.,Healthcare,TARSONS.NS,EQ,INE144Z01023
Teamlease Services Ltd.,Services,TEAMLEASE.NS,EQ,INE985S01024
Techno Electric & Engineering Company Ltd.,Construction,TECHNOE.NS,EQ,INE285K01026
Tega Industries Ltd.,Capital Goods,TEGA.NS,EQ,INE011K01018
Texmaco Rail & Eng. Ltd.,Capital Goods,TEXRAIL.NS,EQ,INE621L01012
Thirumalai Chemicals Ltd.,Chemicals,TIRUMALCHM.NS,EQ,INE338A01024
Thomas Cook (India) Ltd.,Consumer Services,THOMASCOOK.NS,EQ,INE332A01027
Tide Water Oil (India) Ltd.,Oil Gas & Consumable Fuels,TIDEWATER.NS,EQ,INE484C01030
Tilaknagar Industries Ltd.,Fast Moving Consumer Goods,TI.NS,EQ,INE133E01013
Time Technoplast Ltd.,Capital Goods,TIMETECHNO.NS,EQ,INE508G01029
Tips Industries Ltd.,Media Entertainment & Publication,TIPSINDLTD.NS,EQ,INE716B01029
UFLEX Ltd.,Capital Goods,UFLEX.NS,EQ,INE516A01017
Ujjivan Financial Services Ltd.,Financial Services,UJJIVAN.NS,EQ,INE334L01012
Uniparts India Ltd.,Automobile and Auto Components,UNIPARTS.NS,EQ,INE244O01017
Utkarsh Small Finance Bank Ltd.,Financial Services,UTKARSHBNK.NS,EQ,INE735W01017
V-Mart Retail Ltd.,Consumer Services,VMART.NS,EQ,INE665J01013
V.S.T Tillers Tractors Ltd.,Capital Goods,VSTTILLERS.NS,EQ,INE764D01017
VRL Logistics Ltd.,Services,VRLLOG.NS,EQ,INE366I01010
Va Tech Wabag Ltd.,Utilities,WABAG.NS,EQ,INE956G01038
Venky's (India) Ltd.,Fast Moving Consumer Goods,VENKEYS.NS,EQ,INE398A01010
Voltamp Transformers Ltd,Capital Goods,VOLTAMP.NS,EQ,INE540H01012
Welspun Enterprises Ltd.,Construction,WELENT.NS,EQ,INE625G01013
West Coast Paper Mills Ltd.,Forest Materials,WSTCSTPAPR.NS,EQ,INE976A01021
Wockhardt Ltd.,Healthcare,WOCKPHARMA.NS,BE,INE049B01025
Wonderla Holidays Ltd.,Consumer Services,WONDERLA.NS,EQ,INE066O01014
Yatharth Hospital & Trauma Care Services Ltd.,Healthcare,YATHARTH.NS,EQ,INE0JO301016
Zen Technologies Ltd.,Capital Goods,ZENTEC.NS,EQ,INE251B01027
Zydus Wellness Ltd.,Fast Moving Consumer Goods,ZYDUSWELL.NS,EQ,INE768C01010
eMudhra Ltd.,Information Technology,EMUDHRA.NS,EQ,INE01QM01018
