Stock Symbol,Close Price,SMA 25,SMA 44,SMA 200,EMA 44,EMA 200,SMA Crossover Percentage,EMA Crossover Percentage,Close vs SMA,Declined Percentage,Positive Incline Percentage,52 Week High,52 Week Low
COALINDIA.NS,446.95001220703125,438.6860021972656,441.03401322798294,318.2000740814209,429.4836797447809,343.3569610204617,38.602737444722074%,25.083725831085342%,Positive,-1.34139290884809%,1.34139290884809%,,
COFORGE.NS,5782.89990234375,5947.36,6211.4773947975855,5522.063073730469,6013.544161191855,5572.706633883312,12.484723768310339%,7.910653767922243%,Negative,6.899767401758396%,-6.899767401758396%,,
CONCOR.NS,933.5,909.7760034179687,930.6125502152877,776.3942819213867,905.5486293163835,799.5125780312603,19.863395685018233%,13.262587005976695%,Positive,-0.31027410752673973%,0.31027410752673973%,,
CYIENT.NS,2164.300048828125,2001.326005859375,2043.1136391379616,1817.1645477294921,2038.1491380742661,1826.3844004753466,12.434156922706203%,11.594751769879563%,Positive,-5.931457133304382%,5.931457133304382%,,
DEEPAKNTR.NS,2219.89990234375,2159.5080078125,2205.3738625266337,2173.9275091552736,2201.0210305633054,2158.841812363191,1.446522629615157%,1.9537892011616522%,Positive,-0.6586656377832556%,0.6586656377832556%,,
DELHIVERY.NS,463.3500061035156,455.3079992675781,456.6261374733665,417.295751953125,448.351479636466,414.2224736941404,9.425062521283351%,8.239293642847182%,Positive,-1.4725106774119578%,1.4725106774119578%,,
DRREDDY.NS,6179.2998046875,6243.101953125,6254.6056574041195,5696.548347167969,6168.711427959341,5713.3204978066915,9.796411374505192%,7.970687629504961%,Negative,1.2040064049037755%,-1.2040064049037755%,,
EIDPARRY.NS,592.3499755859375,581.172001953125,596.305683482777,527.27603225708,582.7871046857003,544.0041710490488,13.091748344829126%,7.129161080118783%,Negative,0.6633691421044038%,-0.6633691421044038%,,
EASEMYTRIP.NS,46.400001525878906,45.3279997253418,47.04772715135054,42.59762454986572,45.57374948473417,44.05091588439767,10.446832771802647%,3.4569851040846906%,Negative,1.3767415870865147%,-1.3767415870865147%,,
EICHERMOT.NS,4031.25,3854.411982421875,3872.8124944513493,3632.243671875,3873.85657219679,3661.198605381804,6.623146581246991%,5.808424773853777%,Positive,-4.091019272832008%,4.091019272832008%,,
ELECON.NS,1005.25,930.2339965820313,971.1204556551846,861.2429040527344,955.1803868805763,848.9626836152828,12.758021121033511%,12.511469033358274%,Positive,-3.5144501535382893%,3.5144501535382893%,,
ELGIEQUIP.NS,647.6500244140625,633.06,635.0511377507991,546.447772064209,616.7515705370782,557.0754553706214,16.214425278355606%,10.712393552998027%,Positive,-1.9839168713067297%,1.9839168713067297%,,
ENDURANCE.NS,1900.0999755859375,1816.8860009765624,1858.9624994451349,1725.7907348632812,1844.3998120191545,1719.9238814851433,7.716565044162421%,7.237292991508849%,Positive,-2.2129266272494132%,2.2129266272494132%,,
ENGINERSIN.NS,221.6999969482422,206.71799987792969,214.6865716414018,164.7777758407593,207.75988876946164,168.83916939627002,30.288548043562745%,23.051949089990874%,Positive,-3.266820674073248%,3.266820674073248%,,
EQUITASBNK.NS,99.0,95.77000030517578,98.97159108248624,95.83506107330322,98.27653471622887,94.90620750960336,3.272841874419969%,3.5512189297886203%,Positive,-0.028704113173325795%,0.028704113173325795%,,
ERIS.NS,851.3499755859375,860.95,872.0386366410689,843.8499996948242,867.1098048488865,831.8362093555377,3.3404795824422675%,4.240449633789915%,Negative,2.372447754702741%,-2.372447754702741%,,
EXIDEIND.NS,321.8500061035156,313.297998046875,323.02613483775747,282.8337744140625,315.9597535589112,283.5317848398761,14.21059437012436%,11.43715465176108%,Negative,0.3640970829906884%,-0.3640970829906884%,,
FDC.NS,452.1499938964844,437.76800048828125,441.5681818181818,390.3997503662109,435.31930912755377,390.8737953876033,13.106676273223231%,11.37080926488736%,Positive,-2.3964163438432893%,2.3964163438432893%,,
FACT.NS,699.0999755859375,673.4819970703124,725.7159063165838,636.6868881225586,709.5027004469423,634.1799150237244,13.98317129736267%,11.87719504178874%,Negative,3.667541320092744%,-3.667541320092744%,,
FSL.NS,202.3000030517578,196.68400024414063,197.16919638893822,165.4510338973999,194.9450433508041,169.27155985355225,19.170724863047703%,15.167038999028328%,Positive,-2.602235418507517%,2.602235418507517%,,
FORTIS.NS,436.8500061035156,406.76,419.817045731978,367.4568426513672,414.68519748366526,371.83076545921045,14.249347679256227%,11.525251809524057%,Positive,-4.057234108214821%,4.057234108214821%,,
GMRINFRA.NS,85.6500015258789,81.46400085449218,84.30568209561434,65.38100006103515,81.90238316620459,68.79489791769842,28.945231821037343%,19.052990331037453%,Positive,-1.5945774909215698%,1.5945774909215698%,,
GRSE.NS,898.1500244140625,795.922001953125,810.7955627441406,764.5066537475586,813.0729454010095,752.5334741079445,6.054742462956597%,8.044754602422003%,Positive,-10.77391955307086%,10.77391955307086%,,
GICRE.NS,341.75,349.4060009765625,371.93636599454015,269.3884035491943,351.482039431751,285.1520904324,38.06695503380087%,23.26125293304684%,Negative,8.116002831243255%,-8.116002831243255%,,
GILLETTE.NS,6622.14990234375,6552.996015625,6584.6484264026985,6045.64318359375,6557.159166581969,6032.623294298155,8.915598000749759%,8.694988012587963%,Positive,-0.5695289028747604%,0.5695289028747604%,,
GLAND.NS,1754.550048828125,1769.089990234375,1853.9034035422585,1640.1282479858398,1819.2307624947719,1679.4934452397915,13.034051198066084%,8.320206169963896%,Negative,5.359144091558318%,-5.359144091558318%,,
GLAXO.NS,1938.050048828125,2005.0600146484376,2122.609100341797,1712.6226690673827,2037.1258949971934,1784.9796455864735,23.939098709797783%,14.126001382378494%,Negative,8.694914738844421%,-8.694914738844421%,,
GLS.NS,817.2999877929688,779.3619970703126,820.4295418479226,671.4612274169922,786.4936096550213,679.2866222981792,22.185691198282367%,15.782290396671847%,Negative,0.3814531163644908%,-0.3814531163644908%,,
MEDANTA.NS,1365.949951171875,1270.543994140625,1303.3352217240767,913.1044995117187,1256.8641228303795,971.2587896192726,42.73669907672488%,29.405688397740253%,Positive,-4.804192229606922%,4.804192229606922%,,
GPIL.NS,759.5999755859375,722.5060009765625,743.0761358087713,648.9873402404785,731.6444347255836,648.2321188231425,14.497785971206884%,12.86766167246928%,Positive,-2.2237075019481733%,2.2237075019481733%,,
GODREJCP.NS,1210.0999755859375,1225.342001953125,1228.2943198464134,1079.8170141601563,1208.190714741108,1103.5641109638345,13.750228394181907%,9.480790715991507%,Negative,1.4812691035444099%,-1.4812691035444099%,,
GODREJIND.NS,814.3499755859375,782.1839990234375,802.1215903542259,655.264250946045,787.8655595643213,682.1795520742925,22.411926058251158%,15.492403307702654%,Positive,-1.5245051845956965%,1.5245051845956965%,,
GRANULES.NS,452.5,439.80800048828127,440.69545607133347,366.69093307495115,434.6691753698633,381.79364872957103,20.18171607784365%,13.849242075198747%,Positive,-2.678617118928447%,2.678617118928447%,,
GAEL.NS,179.4499969482422,179.85300048828125,185.32840936834162,162.24289379119872,179.7067173828322,166.77969561898288,14.228984109993256%,7.7509565633107975%,Negative,3.171889533900897%,-3.171889533900897%,,
FLUOROCHEM.NS,3185.60009765625,3312.5200390625,3418.0807051225142,3109.0328173828125,3335.532546131264,3219.879798652396,9.940322469798136%,3.5918343140409106%,Negative,6.801495562052022%,-6.801495562052022%,,
GUJGASLTD.NS,548.3499755859375,549.8079956054687,560.4931765469638,478.8408450317383,545.2675578970698,496.2006911829326,17.05208157625181%,9.888512367276785%,Negative,2.1665207480021533%,-2.1665207480021533%,,
GMDCLTD.NS,388.6499938964844,370.71400146484376,396.20795648748225,325.2645805358887,387.98763692491775,336.6128991468968,21.810974879192507%,15.262260569402958%,Negative,1.907574663063754%,-1.907574663063754%,,
GNFC.NS,707.6500244140625,635.157998046875,654.0784065940163,643.963975982666,659.5593776484384,646.1420265359154,1.5706516185033486%,2.076532799523321%,Positive,-8.19039694323648%,8.19039694323648%,,
GSFC.NS,241.64999389648438,210.62999938964845,226.69886259599164,200.23591087341308,224.21279112612152,204.90970622187362,13.215887004059002%,9.420288213847108%,Positive,-6.595150557564858%,6.595150557564858%,,
GSPL.NS,374.5,356.93599975585937,362.29886280406606,305.5255209350586,354.1209752030812,315.54815696484803,18.582192968774947%,12.224067035996075%,Positive,-3.367699556521215%,3.367699556521215%,,
HBLPOWER.NS,490.45001220703125,470.7280004882812,498.80113497647375,342.249317779541,476.50442844410435,364.7738046495383,45.74203922819072%,30.630111693988788%,Negative,1.6742389268693991%,-1.6742389268693991%,,
HCLTECH.NS,1545.25,1602.8939990234376,1619.5852300470526,1341.297543334961,1582.2873516219145,1390.7441813119374,20.74764753688923%,13.772710530364234%,Negative,4.589769569885063%,-4.589769569885063%,,
HFCL.NS,99.05000305175781,96.48200012207032,100.16022751548074,78.80334590911865,96.22824248878617,82.57955494236502,27.101490882115964%,16.52792577526848%,Negative,1.1084484243522041%,-1.1084484243522041%,,
HEROMOTOCO.NS,4524.89990234375,4580.98998046875,4624.083917791193,3602.6227685546874,4527.3567010246925,3771.1478984510704,28.353264131684234%,20.05248330048845%,Negative,2.1449441059197016%,-2.1449441059197016%,,
HSCL.NS,335.3500061035156,326.0380004882812,342.8568198464134,260.1607503890991,332.5556159466588,271.1227684154636,31.786527880794146%,22.658682592476563%,Negative,2.189489404428505%,-2.189489404428505%,,
HINDALCO.NS,570.0499877929688,539.4540014648437,541.1340921575373,500.12058975219725,545.6519587007526,508.0107496373914,8.200722634847269%,7.409530032628009%,Positive,-5.3435730726448645%,5.3435730726448645%,,
HINDPETRO.NS,461.20001220703125,486.62,503.50320573286575,345.3887705230713,478.28075759459136,374.8182007693507,45.77868439970973%,27.603397223740394%,Negative,8.401772430477536%,-8.401772430477536%,,
HINDZINC.NS,339.95001220703125,306.18400146484373,308.8954551003196,308.2218148803711,309.1491231471649,307.54219056303884,0.21855695717384432%,0.5225080113997197%,Positive,-10.053419884933586%,10.053419884933586%,,
HOMEFIRST.NS,960.0499877929688,880.262001953125,910.7011371959339,891.0757504272461,909.4144916636493,882.3625050670827,2.2024375323060887%,3.065858583203279%,Positive,-5.418775554511863%,5.418775554511863%,,
HUDCO.NS,206.39999389648438,189.04799438476562,192.14871111783114,107.7158983039856,182.34128397735918,122.81854179070767,78.38472699319395%,48.4639707643516%,Positive,-7.416798528465765%,7.416798528465765%,,
ISEC.NS,719.75,756.8360009765624,778.9977306019176,675.2498202514648,757.0078219398042,680.3288846413578,15.364374375074515%,11.270863111871025%,Negative,7.605635841344231%,-7.605635841344231%,,
IDBI.NS,88.80000305175781,83.59399993896484,86.24204548922452,69.17091299057007,82.97606514953529,70.84598394643267,24.679640271600466%,17.121762628456526%,Positive,-2.966021443511439%,2.966021443511439%,,
IRB.NS,67.19999694824219,59.73599990844727,62.70352961800315,40.10210072517395,59.1846493677617,44.590638364174644,56.35971304276646%,32.72886762552448%,Positive,-7.170995568562108%,7.170995568562108%,,
IRCON.NS,235.4499969482422,220.50799926757813,222.3688104802912,156.0621873474121,218.24704950900218,166.3689333403003,42.48730859146106%,31.182574250558847%,Positive,-5.88265343493862%,5.88265343493862%,,
ITI.NS,275.6499938964844,269.23400146484374,292.2465903542259,227.99474910736083,282.6554304606154,240.68386359815517,28.181281147229132%,17.43846315037379%,Negative,5.678970090848662%,-5.678970090848662%,,
IBULHSGFIN.NS,182.0500030517578,175.06,181.10795454545453,160.11411373138426,178.3372523847893,160.6009489978127,13.111799031839643%,11.0437102007524%,Positive,-0.5201585477941248%,0.5201585477941248%,,
INDIANB.NS,534.9500122070312,516.3080065917969,522.7386432994496,421.505499420166,507.92572434009617,432.225721675839,24.01703987695119%,17.513997633169716%,Positive,-2.3360371505166175%,2.3360371505166175%,,
IEX.NS,145.4499969482422,140.52600158691405,142.6477286598899,136.60590625762939,142.18269868517447,141.9068091287247,4.422811990914989%,0.19441601015742804%,Positive,-1.9644675135582652%,1.9644675135582652%,,
IOC.NS,168.0,168.29599975585938,173.08977231112394,116.26721427917481,165.04095466487172,126.41492343227318,48.87238279873959%,30.554961537664056%,Negative,2.9405390296401896%,-2.9405390296401896%,,
IOB.NS,66.5,62.22400009155273,64.27727335149592,42.739000129699704,60.65560389954507,46.045853837880195,50.394892618999485%,31.728698338624316%,Positive,-3.4580288375787944%,3.4580288375787944%,,
IRCTC.NS,1002.9500122070312,937.6400073242188,940.9113700173118,767.2298883056641,935.6818182605892,802.1337145519174,22.637475984571275%,16.64910741013718%,Positive,-6.593462909113107%,6.593462909113107%,,
IRFC.NS,147.85000610351562,141.35600036621094,147.91022664850408,87.9510445022583,140.95422106686775,99.06333861778478,68.17335994765385%,42.2869681494485%,Negative,0.04071425374228016%,-0.04071425374228016%,,
INFY.NS,1479.0999755859375,1570.86798828125,1618.7568081942472,1474.224557495117,1575.7792118081595,1502.4638780671519,9.803950827186574%,4.8796736355035915%,Negative,8.627412833191386%,-8.627412833191386%,,
INOXWIND.NS,529.2999877929688,516.6619958496094,532.6113614169034,323.084748916626,509.22377048201747,359.91528776212056,64.85190440058408%,41.48434028692319%,Negative,0.6217241808596417%,-0.6217241808596417%,,
JBCHEPHARM.NS,1716.300048828125,1608.940009765625,1640.2392106489701,1457.709859008789,1628.702681937291,1467.1023062353229,12.52165172048004%,11.014935701153982%,Positive,-4.637179606812409%,4.637179606812409%,,
JKCEMENT.NS,4358.7998046875,4243.86603515625,4258.1159335049715,3622.466424560547,4189.715771366653,3725.5227659035177,17.547423066082317%,12.459808586099424%,Positive,-2.3645169073556165%,2.3645169073556165%,,
JBMA.NS,1772.6500244140625,1886.9239990234375,1978.5261341441762,1523.4310418701173,1880.1443084385903,1541.4209877626722,29.873035258320467%,21.974744301851317%,Negative,10.405528952952988%,-10.405528952952988%,,
JKLAKSHMI.NS,844.5499877929688,871.5320043945312,896.4448838667436,772.2146170043945,877.7419160114144,816.925819773187,16.087531124995795%,7.444506559373114%,Negative,5.7889667293242075%,-5.7889667293242075%,,
JKPAPER.NS,352.25,348.84799926757813,365.6430920687589,365.55691970825194,359.7184634042197,370.30082993625433,0.02357289818935384%,-2.857775537218311%,Negative,3.662886667154741%,-3.662886667154741%,,
JMFINANCIL.NS,81.05000305175781,81.59399993896484,91.37045461481267,86.71350006103516,87.01534216733975,86.07763906637562,5.37050695739373%,1.0893689826239927%,Negative,11.295173704194028%,-11.295173704194028%,,
JAIBALAJI.NS,999.1500244140625,1056.5519995117188,1056.8920440673828,590.3214995956421,1004.5780860121765,678.4498327354527,79.03668505912995%,48.069619526885596%,Negative,5.463379157544206%,-5.463379157544206%,,
J&KBANK.NS,139.0500030517578,135.36600067138673,138.10000003467906,107.76582786560058,134.92319031032065,111.4547118944765,28.148229146357533%,21.056515258021317%,Positive,-0.6879094980740017%,0.6879094980740017%,,
JINDALSAW.NS,496.8999938964844,453.28799926757813,478.89772865988994,404.82250091552737,467.36544245937614,402.78175034806634,18.298199229745762%,16.0344136881821%,Positive,-3.759104326297511%,3.759104326297511%,,
JUBLPHARMA.NS,644.5499877929688,577.432001953125,580.6863680752841,472.1979469299316,574.5441835861542,484.43639691945657,22.975199670118613%,18.600540182301607%,Positive,-10.997954012484225%,10.997954012484225%,,
JWL.NS,388.6000061035156,361.2979992675781,367.99777915261006,308.63049377441405,364.77647676185006,305.4877914060245,19.235716034459347%,19.407873906497578%,Positive,-5.598465022899428%,5.598465022899428%,,
JUSTDIAL.NS,905.6500244140625,845.3420068359375,854.0329575972123,784.0502511596679,843.1227723602042,783.4188005428648,8.925793510560684%,7.620952136452165%,Positive,-6.0439197758916405%,6.0439197758916405%,,
JYOTHYLAB.NS,444.3500061035156,433.1480017089844,450.8784117265181,388.67494590759276,447.6563029396155,394.78577330490475,16.003981340673853%,13.392207422296668%,Negative,1.4479304072252406%,-1.4479304072252406%,,
